row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
"Lãi tiền vay, trái phiếu","Lãi tiền vay, trái phiếu","Lãi tiền vay, trái phiếu",766.000.118.220,634.359.800.542,766000118220.0,634359800542.0
"Phí UPAS, phí và lãi mua hàng trả chậm","Phí UPAS, phí và lãi mua hàng trả chậm","Phí UPAS, phí và lãi mua hàng trả chậm",153.765.584.446,130.942.227.063,153765584446.0,130942227063.0
Dự phòng/(hoàn nhập dự phòng) giảm giá chứng khoán kinh doanh và tổn thất đầu tư,Dự phòng/(hoàn nhập dự phòng) giảm giá chứng khoán kinh doanh và tổn thất đầu tư,Dự phòng/(hoàn nhập dự phòng) giảm giá chứng khoán kinh doanh và tổn thất đầu tư,(7.492.937.006),26.622.312.950,-7492937006.0,26622312950.0
"Chi phí bảo lãnh thanh toán, phí quản lý tài sản đảm bảo và tư vấn phát hành trái phiếu","Chi phí bảo lãnh thanh toán, phí quản lý tài sản đảm bảo và tư vấn phát hành trái phiếu","Chi phí bảo lãnh thanh toán, phí quản lý tài sản đảm bảo và tư vấn phát hành trái phiếu",78.827.258.232,20.091.290.821,78827258232.0,20091290821.0
Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,31.616.418.322,14.293.784.824,31616418322.0,14293784824.0
Lỗ do đánh giá lại khoản đầu tư vào công ty con (*),Lỗ do đánh giá lại khoản đầu tư vào công ty con (*),Lỗ do đánh giá lại khoản đầu tư vào công ty con (*),13.076.257.283,-,13076257283.0,
Lãi ký quỹ,Lãi ký quỹ,Lãi ký quỹ,4.484.366.548,3.212.151.789,4484366548.0,3212151789.0
"Lỗ kinh doanh chứng khoán, thanh lý các khoản đầu tư tài chính","Lỗ kinh doanh chứng khoán, thanh lý các khoản đầu tư tài chính","Lỗ kinh doanh chứng khoán, thanh lý các khoản đầu tư tài chính",73.388.308.720,2.628.369.988,73388308720.0,2628369988.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,6.255.127.916,6.223.169.281,6255127916.0,6223169281.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.119.920.502.681,838.373.107.258,1119920502681.0,838373107258.0
