row_label_raw,row_label_full,"Phần lãi trong công ty liên doanh, liên kết",144.859.903.247,(31.510.768.473),113.349.134.774,numeric__144.859.903.247,numeric__(31.510.768.473),numeric__113.349.134.774
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,1.165.362.693.271,(31.510.768.473),1.133.851.924.798,1165362693271.0,-31510768473.0,1133851924798.0
Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,1.102.463.873.437,(31.510.768.473),1.070.953.104.964,1102463873437.0,-31510768473.0,1070953104964.0
Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,852.466.670.743,(31.510.768.473),820.955.902.270,852466670743.0,-31510768473.0,820955902270.0
Trong đó:Lợi nhuận sau thuế của công ty mẹ,Trong đó:Lợi nhuận sau thuế của công ty mẹ,Trong đó:Lợi nhuận sau thuế của công ty mẹ,634.682.131.108,(31.510.768.473),603.171.362.635,634682131108.0,-31510768473.0,603171362635.0
,,,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 (đã được trình bày trước đây),Điều chỉnh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2019 (trình bày lại),,,
