row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí trả trước liên quan đến trái phiếu phát hành,Ngắn hạn > Chi phí trả trước liên quan đến trái phiếu phát hành,Chi phí trả trước liên quan đến trái phiếu phát hành,10.630.642.223,3.970.811.607,10630642223.0,3970811607.0
"Chi phí sửa chữa và công cụ, dụng cụ xuất dùng","Ngắn hạn > Chi phí sửa chữa và công cụ, dụng cụ xuất dùng","Chi phí sửa chữa và công cụ, dụng cụ xuất dùng",2.432.766.553,8.337.063.139,2432766553.0,8337063139.0
Chi phí kiểm nghiệm,Ngắn hạn > Chi phí kiểm nghiệm,Chi phí kiểm nghiệm,10.734.981.777,2.863.354.959,10734981777.0,2863354959.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,15.005.432.314,12.516.894.687,15005432314.0,12516894687.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,38.803.822.867,27.688.124.392,38803822867.0,27688124392.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí thuê đất trả trước (*),Dài hạn > Chi phí thuê đất trả trước (*),Chi phí thuê đất trả trước (*),282.074.953.217,374.689.340.314,282074953217.0,374689340314.0
Chi phí bồi thường giải phóng mặt bằng dự án,Dài hạn > Chi phí bồi thường giải phóng mặt bằng dự án,Chi phí bồi thường giải phóng mặt bằng dự án,59.077.425.114,60.334.391.610,59077425114.0,60334391610.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",20.686.972.763,37.259.952.354,20686972763.0,37259952354.0
Chi phí nội thất và cải tạo văn phòng,Dài hạn > Chi phí nội thất và cải tạo văn phòng,Chi phí nội thất và cải tạo văn phòng,16.487.902.113,14.603.995.488,16487902113.0,14603995488.0
Chi phí xây dựng hạ tầng và san nền,Dài hạn > Chi phí xây dựng hạ tầng và san nền,Chi phí xây dựng hạ tầng và san nền,10.608.541.684,11.142.164.848,10608541684.0,11142164848.0
Chi phí sửa chữa lớn tài sản cố định,Dài hạn > Chi phí sửa chữa lớn tài sản cố định,Chi phí sửa chữa lớn tài sản cố định,22.692.460.274,14.848.078.021,22692460274.0,14848078021.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,14.791.319.388,18.202.913.794,14791319388.0,18202913794.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,426.419.574.553,531.080.836.429,426419574553.0,531080836429.0
