row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > Dự phòng
- Trái phiếu (i),- Trái phiếu (i),- Trái phiếu (i),976.448.503.970,(*),-,844.898.930.400,(*),-,976448503970.0,,,844898930400.0,,
- Chứng chỉ quỹ,- Chứng chỉ quỹ,- Chứng chỉ quỹ,-,-,-,50.000.000.000,(*),-,,,,50000000000.0,,
- Ủy thác đầu tư,- Ủy thác đầu tư,- Ủy thác đầu tư,-,-,-,80.192.056.826,50.062.056.826,(30.130.000.000),,,,80192056826.0,50062056826.0,-30130000000.0
- Chứng khoán niêm yết (ii),- Chứng khoán niêm yết (ii),- Chứng khoán niêm yết (ii),640.877.873.893,713.284.567.000,,42.344.743.018,43.606.569.860,(120.802.698),640877873893.0,713284567000.0,,42344743018.0,43606569860.0,-120802698.0
- Chứng khoán chưa niêm yết,- Chứng khoán chưa niêm yết,- Chứng khoán chưa niêm yết,-,-,-,556.000.000,(*),-,,,,556000000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.617.326.377.863,,-,1.017.991.730.244,,(30.250.802.698),1617326377863.0,,,1017991730244.0,,-30250802698.0
