row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÁN HẠN,,13.071.023.654.906,8.382.111.242.069,,,13071023654906.0,8382111242069.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.559.239.675.695,920.972.296.193,,5.0,1559239675695.0,920972296193.0
111,111,111,1. Tiền,,1.128.453.803.746,731.401.196.193,,,1128453803746.0,731401196193.0
112,112,112,2. Các khoản tương đương tiền,,430.785.871.949,189.571.100.000,,,430785871949.0,189571100000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,1.751.266.439.506,1.196.264.408.377,,,1751266439506.0,1196264408377.0
121,121,121,1. Chứng khoán kinh doanh,6.1,1.617.326.377.863,1.017.991.730.244,,61.0,1617326377863.0,1017991730244.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,-,(30.250.802.698),,,,-30250802698.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,6.2,133.940.061.643,208.523.480.831,,62.0,133940061643.0,208523480831.0
130,130,130,III. Các khoản phải thu ngắn hạn,,6.261.469.977.933,3.464.510.748.372,,,6261469977933.0,3464510748372.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,4.104.680.173.122,2.056.273.114.168,,71.0,4104680173122.0,2056273114168.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,383.029.852.070,161.005.018.624,,72.0,383029852070.0,161005018624.0
135,135,135,3. Phải thu về cho vay ngắn hạn,,14.000.000.000,4.000.000.000,,,14000000000.0,4000000000.0
136,136,136,4. Phải thu ngắn hạn khác,8.1,1.991.111.903.728,1.460.109.974.353,,81.0,1991111903728.0,1460109974353.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,9,(231.351.950.987),(216.877.358.773),,9.0,-231351950987.0,-216877358773.0
140,140,140,IV. Hàng tồn kho,10,3.236.252.994.646,2.678.936.559.794,,10.0,3236252994646.0,2678936559794.0
141,141,141,1. Hàng tồn kho,,3.256.609.685.558,2.699.673.994.298,,,3256609685558.0,2699673994298.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(20.356.690.912),(20.737.434.504),,,-20356690912.0,-20737434504.0
150,150,150,V. Tài sản ngắn hạn khác,,262.794.567.126,121.427.229.333,,,262794567126.0,121427229333.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,38.803.822.867,27.688.124.392,,16.0,38803822867.0,27688124392.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,199.001.623.077,86.274.270.059,,,199001623077.0,86274270059.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,24.989.121.182,7.464.834.882,,,24989121182.0,7464834882.0
