row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Dự phòng
"Phải thu tiền đặtcọc, hợp tác kinhdoanh mua cổ phần (i)","Phải thu tiền đặtcọc, hợp tác kinhdoanh mua cổ phần (i)","Phải thu tiền đặtcọc, hợp tác kinhdoanh mua cổ phần (i)",1.336.093.950.000,-,1.066.093.950.000,-,1336093950000.0,,1066093950000.0,
Tạm ứng chonhân viên,Tạm ứng chonhân viên,Tạm ứng chonhân viên,163.405.073.579,-,161.051.147.506,(1.430.246.060),163405073579.0,,161051147506.0,-1430246060.0
"Ký quỹ, ký cược,đặt cọc (ii)","Ký quỹ, ký cược,đặt cọc (ii)","Ký quỹ, ký cược,đặt cọc (ii)",442.241.967.307,-,124.393.620.236,-,442241967307.0,,124393620236.0,
"Phải thu tiền lãi tiền gửi, cho vay","Phải thu tiền lãi tiền gửi, cho vay","Phải thu tiền lãi tiền gửi, cho vay",35.130.729.529,(135.000.000),46.284.998.369,(135.000.000),35130729529.0,-135000000.0,46284998369.0,-135000000.0
Phải thu khác,Phải thu khác,Phải thu khác,14.240.183.313,(5.683.469.324),62.286.258.242,(5.683.469.324),14240183313.0,-5683469324.0,62286258242.0,-5683469324.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.991.111.903.728,(5.818.469.324),1.460.109.974.353,(7.248.715.384),1991111903728.0,-5818469324.0,1460109974353.0,-7248715384.0
