row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản:,,1.197.195.362.898,1.070.953.104.964,,,1197195362898.0,1070953104964.0
02,02,02,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),,628.468.136.015,621.397.796.994,,,628468136015.0,621397796994.0
03,03,03,Trích lập dự phòng,,1.115.098.520,29.016.967.828,,,1115098520.0,29016967828.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(9.356.729.631),(1.372.306.963),,,-9356729631.0,-1372306963.0
05,05,05,Lãi từ hoạt động đầu tư,,(536.170.469.816),(382.930.271.581),,,-536170469816.0,-382930271581.0
06,06,06,Chi phí lãi vay,29,766.000.118.220,634.359.800.542,,29.0,766000118220.0,634359800542.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,2.047.251.516.206,1.971.425.091.784,,,2047251516206.0,1971425091784.0
09,09,09,Tăng các khoản phải thu,,(1.582.989.573.514),(275.771.552.522),,,-1582989573514.0,-275771552522.0
10,10,10,Tăng hàng tồn kho,,(112.091.304.087),(567.915.274.621),,,-112091304087.0,-567915274621.0
11,11,11,Tăng các khoản phải trả,,1.739.557.327.845,619.479.265.674,,,1739557327845.0,619479265674.0
12,12,12,Tăng chi phí trả trước,,(2.832.417.029),(74.654.599.699),,,-2832417029.0,-74654599699.0
13,13,13,(Tăng)/giảm chứng khoán kinh doanh,,(730.210.577.003),419.182.863.021,,,-730210577003.0,419182863021.0
14,14,14,Tiền lãi vay đã trả,,(739.113.996.796),(565.918.002.241),,,-739113996796.0,-565918002241.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(223.647.092.296),(299.773.962.182),,,-223647092296.0,-299773962182.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,1.967.132.763,1.790.399.967,,,1967132763.0,1790399967.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(24.566.980.804),(59.951.958.109),,,-24566980804.0,-59951958109.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,373.324.035.285,1.167.892.271.072,,,373324035285.0,1167892271072.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(1.917.448.887.847),(1.527.217.023.697),,,-1917448887847.0,-1527217023697.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,9.362.490.206,8.445.120.863,,,9362490206.0,8445120863.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(95.509.906.601),(158.953.097.777),,,-95509906601.0,-158953097777.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,50.148.164.380,509.786.151.025,,,50148164380.0,509786151025.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(3.454.882.404.923),(3.775.483.096.596),,,-3454882404923.0,-3775483096596.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,2.140.224.897.951,636.457.070.271,,,2140224897951.0,636457070271.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,288.164.994.111,373.057.973.039,,,288164994111.0,373057973039.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(2.979.940.652.723),(3.933.906.902.872),,,-2979940652723.0,-3933906902872.0
