row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 37.444.110.001,Số phải nộp trong năm > 789.304.142.487,Số đã nộp trong năm > (786.213.598.102),Tăng/(giảm) do hợp nhất > (3.104.956.958),Đơn vị tính: VND Số cuối năm > 37.429.697.428,numeric__Số đầu năm > 37.444.110.001,numeric__Số phải nộp trong năm > 789.304.142.487,numeric__Số đã nộp trong năm > (786.213.598.102),numeric__Tăng/(giảm) do hợp nhất > (3.104.956.958),numeric__Đơn vị tính: VND Số cuối năm > 37.429.697.428
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,67.429.158.757,211.129.650.283,(205.490.275.712),(8.198.384.337),64.870.148.991,67429158757.0,211129650283.0,-205490275712.0,-8198384337.0,64870148991.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.475.276.411,46.653.155.488,(51.750.835.589),(640.283.810),4.737.312.500,10475276411.0,46653155488.0,-51750835589.0,-640283810.0,4737312500.0
Tiền thuế đất,Tiền thuế đất,Tiền thuế đất,-,46.261.507.364,(31.484.656.970),(14.776.850.394),-,,46261507364.0,-31484656970.0,-14776850394.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",24.851.231.252,54.927.202.577,(63.241.129.059),-,16.537.304.770,24851231252.0,54927202577.0,-63241129059.0,,16537304770.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,140.199.776.421,1.148.275.658.199,(1.138.180.495.432),(26.720.475.499),123.574.463.689,140199776421.0,1148275658199.0,-1138180495432.0,-26720475499.0,123574463689.0
