row_label_raw,row_label_full,Mã số,CHÌ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
70,70,70,21. Lãi cơ bản trên cổ phiếu,35,1.682,1.171,,35.0,1682.0,1171.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,35,1.682,1.162,,35.0,1682.0,1162.0
