row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,14.081.069.004.802,12.848.293.617.508,,,14081069004802.0,12848293617508.0
210,210,210,I. Các khoản phải thu dài hạn,,30.465.035.284,2.857.639.695,,,30465035284.0,2857639695.0
216,216,216,1. Phải thu dài hạn khác,8.2,30.465.035.284,2.857.639.695,,82.0,30465035284.0,2857639695.0
220,220,220,II. Tài sản cố định,,5.876.619.871.302,6.175.219.173.652,,,5876619871302.0,6175219173652.0
221,221,221,1. Tài sản cố định hữu hình,11,5.400.467.729.491,5.668.147.232.383,,11.0,5400467729491.0,5668147232383.0
222,222,222,Nguyên giá,,9.176.944.183.457,9.427.614.613.239,,,9176944183457.0,9427614613239.0
223,223,223,Giá trị khấu hao lũy kế,,(3.776.476.453.966),(3.759.467.380.856),,,-3776476453966.0,-3759467380856.0
227,227,227,2. Tài sản cố định vô hình,12,476.152.141.811,507.071.941.269,,12.0,476152141811.0,507071941269.0
228,228,228,Nguyên giá,,533.198.151.956,547.988.280.830,,,533198151956.0,547988280830.0
229,229,229,Giá trị hao mòn lũy kế,,(57.046.010.145),(40.916.339.561),,,-57046010145.0,-40916339561.0
230,230,230,III. Bất động sản đầu tư,13,216.246.054.300,218.828.013.484,,13.0,216246054300.0,218828013484.0
231,231,231,1. Nguyên giá,,296.215.724.512,281.417.151.884,,,296215724512.0,281417151884.0
232,232,232,2. Giá trị khấu hao lũy kế,,(79.969.670.212),(62.589.138.400),,,-79969670212.0,-62589138400.0
240,240,240,IV. Tài sản dở dang dài hạn,14,1.131.587.595.528,526.037.090.461,,14.0,1131587595528.0,526037090461.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,1.131.587.595.528,526.037.090.461,,,1131587595528.0,526037090461.0
250,250,250,V. Đầu tư tài chính dài hạn,15,5.809.360.934.692,4.338.261.807.918,,15.0,5809360934692.0,4338261807918.0
252,252,252,1. Đầu tư vào công ty liên kết,,5.684.365.533.111,4.233.061.041.072,,,5684365533111.0,4233061041072.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,124.370.401.581,54.937.000.940,,,124370401581.0,54937000940.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,-,(10.172.312.950),,,,-10172312950.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,625.000.000,60.436.078.856,,,625000000.0,60436078856.0
260,260,260,VI. Tài sản dài hạn khác,,1.016.789.513.696,1.587.089.892.298,,,1016789513696.0,1587089892298.0
261,261,261,1. Chi phí trả trước dài hạn,16,426.419.574.553,531.080.836.429,,16.0,426419574553.0,531080836429.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.3,12.172.947.716,30.724.241.576,,333.0,12172947716.0,30724241576.0
269,269,269,3. Lợi thế thương mại,17,578.196.991.427,1.025.284.814.293,,17.0,578196991427.0,1025284814293.0
270,270,270,TỔNG CỘNG TÀI SẢN,,27.152.092.659.708,21.230.404.859.577,,,27152092659708.0,21230404859577.0
