row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,18.086.263.045.058,15.440.420.151.460,18086263045058.0,15440420151460.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ hoạt động sản xuất và kinh doanh thiết bị điện,Trong đó: > Doanh thu từ hoạt động sản xuất và kinh doanh thiết bị điện,Doanh thu từ hoạt động sản xuất và kinh doanh thiết bị điện,16.235.299.235.998,12.792.741.452.779,16235299235998.0,12792741452779.0
Doanh thu cung cấp dịch vụ vận tải và kho vận,Trong đó: > Doanh thu cung cấp dịch vụ vận tải và kho vận,Doanh thu cung cấp dịch vụ vận tải và kho vận,759.265.653.269,1.638.316.230.325,759265653269.0,1638316230325.0
Doanh thu từ sản xuất và kinh doanh măng năng lượng,Trong đó: > Doanh thu từ sản xuất và kinh doanh măng năng lượng,Doanh thu từ sản xuất và kinh doanh măng năng lượng,897.790.362.607,712.347.715.637,897790362607.0,712347715637.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,193.907.793.184,297.014.752.719,193907793184.0,297014752719.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(137.550.122.622),(125.434.232.938),-137550122622.0,-125434232938.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(129.530.341.426),(119.824.025.975),-129530341426.0,-119824025975.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(8.019.781.196),(5.610.206.963),-8019781196.0,-5610206963.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,17.948.712.922.436,15.314.985.918.522,17948712922436.0,15314985918522.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,16.899.368.186.979,14.757.477.853.717,16899368186979.0,14757477853717.0
Doanh thu đối với bên liên quan (Thuyết minh số 34),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 34),Doanh thu đối với bên liên quan (Thuyết minh số 34),1.049.344.735.457,557.508.064.805,1049344735457.0,557508064805.0
