row_label_raw,row_label_full,Đơn vị bảo lãnh/tư vấn phát hành > Quỹ Đầu tư và Đảm bảo tín dụng (Credit Guarantee and Investment Facility - CGIF) > Công ty TNHH Chứng khoán Shinhan Việt Nam > Công ty Cổ phần Chứng khoán VNDIRECT > Công ty Cổ phần Chứng khoán SSI > Công ty TNHH Chứng khoán Mirae Asset (Việt Nam) > Công ty Cổ phần Chứng khoán Eurocapital,Số cuối năm (VND) > 1.150.000.000.000 > 700.000.000.000 > 350.000.000.000 > 150.000.000.000 > 400.000.000.000 > 381.000.000.000 > 400.000.000.000,Ngày đáo hạn > Ngày 31 tháng 12 năm 2029 > Ngày 29 tháng 5 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn vào ngày 13 tháng 7 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn ngày 6 tháng 8 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn ngày 23 tháng 7 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn vào tháng 9 năm 2021 > Tháng 8 năm 2022,"Lãi suất (%/năm) > Lãi suất cố định 6,95%, lãi trả 6 tháng/lần > Lãi suất cố định 6,5% hoặc 9% theo từng hợp đồng, lãi trả 6 tháng/lần > Lãi suất cố định 10%, lãi trả 6 tháng/lần > Lãi suất cố định 10%, lãi 6 tháng/lần > Lãi suất 9,5%, lãi trả 6 tháng/lần > Lãi suất 9,8% (điều chỉnh 3 tháng/lần), lãi trả theo quý","Tài sản đảm bảo > 18.200.000 cổ phiếu phổ thông của Công ty Cadivi và 18.000.000 cổ phiếu phổ thông của Công ty Thibidi thuộc sở hữu của Công ty Gelex Electric > 13.736.985 cổ phiếu phổ thông của Công ty Cadivi thuộc sở hữu của Công ty Gelex Electric và 8.500.000 cổ phiếu phổ thông của Công ty Viwasupco thuộc sở hữu của Công ty Hạ tầng Gelex > 4.100.000 cổ phiếu phổ thông của Công ty Cadivi và 14.000.000 cổ phiếu phổ thông của Công ty Thibidi thuộc sở hữu của Công ty Gelex Electric > 898.850 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Công ty Gelex Electric và 13.000.000 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Tổng Công ty > 22.666.667 cổ phiếu phổ thông của Công ty Viwasupco thuộc sở hữu của Công ty Hạ Tàng Gelex > 27.400.000 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Công ty Gelex Electric > 29.684.916 cổ phiếu phổ thông của Công ty HEM, 2.500.000 cổ phiếu phổ thông của Công ty Cadivi và 14.000.000 cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Gelex Electric",numeric__Số cuối năm (VND) > 1.150.000.000.000 > 700.000.000.000 > 350.000.000.000 > 150.000.000.000 > 400.000.000.000 > 381.000.000.000 > 400.000.000.000,numeric__Ngày đáo hạn > Ngày 31 tháng 12 năm 2029 > Ngày 29 tháng 5 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn vào ngày 13 tháng 7 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn ngày 6 tháng 8 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn ngày 23 tháng 7 năm 2023 > Khoản trái phiếu cuối cùng đáo hạn vào tháng 9 năm 2021 > Tháng 8 năm 2022,"numeric__Lãi suất (%/năm) > Lãi suất cố định 6,95%, lãi trả 6 tháng/lần > Lãi suất cố định 6,5% hoặc 9% theo từng hợp đồng, lãi trả 6 tháng/lần > Lãi suất cố định 10%, lãi trả 6 tháng/lần > Lãi suất cố định 10%, lãi 6 tháng/lần > Lãi suất 9,5%, lãi trả 6 tháng/lần > Lãi suất 9,8% (điều chỉnh 3 tháng/lần), lãi trả theo quý","numeric__Tài sản đảm bảo > 18.200.000 cổ phiếu phổ thông của Công ty Cadivi và 18.000.000 cổ phiếu phổ thông của Công ty Thibidi thuộc sở hữu của Công ty Gelex Electric > 13.736.985 cổ phiếu phổ thông của Công ty Cadivi thuộc sở hữu của Công ty Gelex Electric và 8.500.000 cổ phiếu phổ thông của Công ty Viwasupco thuộc sở hữu của Công ty Hạ tầng Gelex > 4.100.000 cổ phiếu phổ thông của Công ty Cadivi và 14.000.000 cổ phiếu phổ thông của Công ty Thibidi thuộc sở hữu của Công ty Gelex Electric > 898.850 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Công ty Gelex Electric và 13.000.000 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Tổng Công ty > 22.666.667 cổ phiếu phổ thông của Công ty Viwasupco thuộc sở hữu của Công ty Hạ Tàng Gelex > 27.400.000 cổ phiếu phổ thông của Tổng Công ty Viglacera - CTCP thuộc sở hữu của Công ty Gelex Electric > 29.684.916 cổ phiếu phổ thông của Công ty HEM, 2.500.000 cổ phiếu phổ thông của Công ty Cadivi và 14.000.000 cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Gelex Electric"
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(67.432.487.404),,,,-67432487404.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.453.567.512.596,,,,6453567512596.0,,,
Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trảTrái phiếu dài hạn,549.238.366.9335.904.329.145.663,,,,5.492383669335904e+24,,,
