row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Công ty Cổ phần Viwaco (*),Công ty Cổ phần Viwaco (*),Công ty Cổ phần Viwaco (*),121.009.720.280,-,127.979.100.000,49.947.195.000,(10.172.312.950),39.774.882.050,121009720280.0,,127979100000.0,49947195000.0,-10172312950.0,39774882050.0
Các đơn vị khác,Các đơn vị khác,Các đơn vị khác,3.360.681.301,-,(**),4.989.805.940,-,(**),3360681301.0,,,4989805940.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,124.370.401.581,-,,54.937.000.940,(10.172.312.950),,124370401581.0,,,54937000940.0,-10172312950.0,
