row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,38.464.932,32.767.393,38464932.0,32767393.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,407.986,411.279,407986.0,411279.0
Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,Thu nhập lãi cho vay khách hàng và các TCTD khác,28.763.287,24.384.010,28763287.0,24384010.0
Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,42.941,-,42941.0,
Thu lãi từ chứng khoán nợ,Thu lãi từ chứng khoán nợ,Thu lãi từ chứng khoán nợ,6.781.683,6.004.868,6781683.0,6004868.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,1.913.316,1.472.613,1913316.0,1472613.0
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,555.719,494.623,555719.0,494623.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(12.265.378),(12.489.598),-12265378.0,-12489598.0
Trả lãi tiền gửi,Trả lãi tiền gửi,Trả lãi tiền gửi,(9.031.967),(9.661.876),-9031967.0,-9661876.0
Trả lãi tiền vay,Trả lãi tiền vay,Trả lãi tiền vay,(703.896),(508.171),-703896.0,-508171.0
Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,(2.338.695),(2.124.787),-2338695.0,-2124787.0
Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,(190.820),(194.764),-190820.0,-194764.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,26.199.554,20.277.795,26199554.0,20277795.0
