row_label_raw,row_label_full,col_0,31/12/2021triệu đồng,31/12/2020triệu đồng,numeric__31/12/2021triệu đồng,numeric__31/12/2020triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,163.039,162.968,163039.0,162968.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,248.479.808,238.836.419,248479808.0,238836419.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,1.734.746,765.136,1734746.0,765136.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,2.196.936,621.915,2196936.0,621915.0
- Cam kết mua giao dịch hoán đổi,- Cam kết mua giao dịch hoán đổi,- Cam kết mua giao dịch hoán đổi,122.347.042,118.705.065,122347042.0,118705065.0
- Cam kết bán giao dịch hoán đổi,- Cam kết bán giao dịch hoán đổi,- Cam kết bán giao dịch hoán đổi,122.201.084,118.744.303,122201084.0,118744303.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,34.857.504,29.182.376,34857504.0,29182376.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,102.801.455,84.636.987,102801455.0,84636987.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,61.205.263,72.544.232,61205263.0,72544232.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,447.507.069,425.362.982,447507069.0,425362982.0
