row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) trong năm,Chứng khoán đầu tư sẵn sàng để bán triệu đồng > 190.540 > 186.437,Chứng khoán đầu tư giữ đến ngày đáo hạn triệu đồng > 101.065 > (12.083),Tổng triệu đồng > 291.605 > 174.354,numeric__Chứng khoán đầu tư sẵn sàng để bán triệu đồng > 190.540 > 186.437,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn triệu đồng > 101.065 > (12.083),numeric__Tổng triệu đồng > 291.605 > 174.354
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,-,(30.000),(30.000),,-30000.0,-30000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,376.977,58.982,435.959,376977.0,58982.0,435959.0
