row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,16.527.259,10.688.276,16527259.0,10688276.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(47.736),(57.940),-47736.0,-57940.0
- Lãi thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lãi thuần của các chi nhánh nước ngoài,- Lãi thuần của các chi nhánh nước ngoài,(78.105),(92.288),-78105.0,-92288.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,44.836,57.981,44836.0,57981.0
- Điều chỉnh khác,Điều chỉnh cho các khoản > - Điều chỉnh khác,- Điều chỉnh khác,-,(6.219),,-6219.0
- Lỗ lũy kế được chuyển trong năm của công ty con,Điều chỉnh cho các khoản > - Lỗ lũy kế được chuyển trong năm của công ty con,- Lỗ lũy kế được chuyển trong năm của công ty con,-,(247.197),,-247197.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,(2.319.501),(1.164.798),-2319501.0,-1164798.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,13.191,17.290,13191.0,17290.0
Thu nhập chịu thuế uốc tính trong năm tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế uốc tính trong năm tại Việt Nam,Thu nhập chịu thuế uốc tính trong năm tại Việt Nam,14.139.944,9.195.105,14139944.0,9195105.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),2.827.989,1.839.021,2827989.0,1839021.0
Thuế TNDN của chi nhánh nước ngoài,Điều chỉnh cho các khoản > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,15.674,19.032,15674.0,19032.0
Thuế TNDN của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,463.911,231.367,463911.0,231367.0
Thuế TNDN truy thu của các công ty con,Thuế TNDN truy thu của các công ty con,Thuế TNDN truy thu của các công ty con,-,-,,
Chi phí thuế TNDN trong năm,Thuế TNDN truy thu của các công ty con > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,3.307.574,2.089.420,3307574.0,2089420.0
Thuế TNDN phải trả đầu năm,Thuế TNDN truy thu của các công ty con > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,543.357,495.839,543357.0,495839.0
Thuế TNDN đã trả trong năm,Thuế TNDN truy thu của các công ty con > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.962.863),(2.037.888),-2962863.0,-2037888.0
Trích nộp thuế bổ sung,Thuế TNDN truy thu của các công ty con > Trích nộp thuế bổ sung,Trích nộp thuế bổ sung,13.313,-,13313.0,
Điều chỉnh kiểm toán của chi nhánh nước ngoài,Thuế TNDN truy thu của các công ty con > Điều chỉnh kiểm toán của chi nhánh nước ngoài,Điều chỉnh kiểm toán của chi nhánh nước ngoài,2.985,(3.799),2985.0,-3799.0
Chênh lệch tỷ giá hối đoái,Thuế TNDN truy thu của các công ty con > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,(1.642),(215),-1642.0,-215.0
Thuế TNDN phải trả cuối năm,Thuế TNDN truy thu của các công ty con > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,901.387,543.357,901387.0,543357.0
