row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm 2021 triệu đồng > Cổ tức đã công bố và đã trả trong năm,Năm 2020 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2021 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2020 triệu đồng > Cổ tức đã công bố và đã trả trong năm
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,,
Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,Cổ tức trên cổ phiếu phổ thông > Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,9.795.649,-,9795649.0,
"Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)","Cổ tức trên cổ phiếu phổ thông > Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)","Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)",564.397,-,564397.0,
Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu cho năm 2019: 15%/cổ phiếu,Cổ tức trên cổ phiếu phổ thông > Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu cho năm 2019: 15%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu cho năm 2019: 15%/cổ phiếu,-,3.617.140,,3617140.0
