row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
,,,triệu đồng,%,triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,18.440.306,"5,07",25.290.160,"8,48",18440306.0,5.07,25290160.0,8.48
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,4.629.942,"1,27",5.715.191,"1,92",4629942.0,1.27,5715191.0,1.92
Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,757.889,"0,21",653.232,"0,22",757889.0,0.21,653232.0,0.22
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,66.503.725,"18,29",50.436.083,"16,91",66503725.0,18.29,50436083.0,16.91
Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,3.143.279,"0,86",4.433.211,"1,49",3143279.0,0.86,4433211.0,1.49
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,85.421.224,"23,50",64.749.596,"21,71",85421224.0,23.5,64749596.0,21.71
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,7.370.440,"2,03",8.266.322,"2,77",7370440.0,2.03,8266322.0,2.77
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,90.999,"0,03",120.253,"0,04",90999.0,0.03,120253.0,0.04
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",167.190.644,"45,98",130.928.521,"43,88",167190644.0,45.98,130928521.0,43.88
"Dịch vụ hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",31.873,"0,01",34.581,"0,01",31873.0,0.01,34581.0,0.01
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,64.739,"0,02",202.241,"0,07",64739.0,0.02,202241.0,0.07
Cho vay tại chi nhánh nước ngoài,Cho vay tại chi nhánh nước ngoài,Cho vay tại chi nhánh nước ngoài,2.758.429,"0,76",3.344.252,"1,12",2758429.0,0.76,3344252.0,1.12
Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,7.151.289,"1,97",4.123.340,"1,38",7151289.0,1.97,4123340.0,1.38
,,,363.554.778,"100,00",298.296.983,"100,00",363554778.0,100.0,298296983.0,100.0
