row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) trong năm(Thuyết minh số 32),Chứng khoánđầu tư sẵn sàngđể bántriệu đồng > 376.977 > (23.506),Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng > 58.982 > 11.376,Tổngtriệu đồng > 435.959 > (12.130),numeric__Chứng khoánđầu tư sẵn sàngđể bántriệu đồng > 376.977 > (23.506),numeric__Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng > 58.982 > 11.376,numeric__Tổngtriệu đồng > 435.959 > (12.130)
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,(1.073),-,(1.073),-1073.0,,-1073.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,352.398,70.358,422.756,352398.0,70358.0,422756.0
