row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (i),31/12/2021triệu đồng > 36.564.145,31/12/2020triệu đồng > 16.237.916,numeric__31/12/2021triệu đồng > 36.564.145,numeric__31/12/2020triệu đồng > 16.237.916
- Bằng VND,- Bằng VND,- Bằng VND,30.187.869,14.657.801,30187869.0,14657801.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.376.276,1.580.115,6376276.0,1580115.0
Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),385.786,370.632,385786.0,370632.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),Tiền gửi tại Ngân hàng Quốc gia Campuchia (iii),1.101.108,687.958,1101108.0,687958.0
,,,38.051.039,17.296.506,38051039.0,17296506.0
