row_label_raw,row_label_full,Lợi thế thương mại (Thuyết minh số 19),31/12/2021 triệu đồng > 38.090,31/12/2020 triệu đồng > 47.613,numeric__31/12/2021 triệu đồng > 38.090,numeric__31/12/2020 triệu đồng > 47.613
Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,Chi phí trả trước chờ phân bổ khác,1.892.846,1.347.072,1892846.0,1347072.0
Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,397.917,266.263,397917.0,266263.0
Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,1.542.965,580.412,1542965.0,580412.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,90.145,38.864,90145.0,38864.0
,,,3.961.963,2.280.224,3961963.0,2280224.0
