row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Nước ngoài triệu đồng,Loại trừ triệu đồng,Tổng cộng triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Nước ngoài triệu đồng,numeric__Loại trừ triệu đồng,numeric__Tổng cộng triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,433.046.830,34.669.555,153.775.463,4.691.014,(19.042.443),607.140.419,433046830.0,34669555.0,153775463.0,4691014.0,-19042443.0,607140419.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,1.830.885,415.739,1.162.951,65.766,-,3.475.341,1830885.0,415739.0,1162951.0,65766.0,,3475341.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,4.540.884,33.134,95.656,8.773,-,4.678.447,4540884.0,33134.0,95656.0,8773.0,,4678447.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,426.675.061,34.220.682,152.516.856,4.616.475,(19.042.443),598.986.631,426675061.0,34220682.0,152516856.0,4616475.0,-19042443.0,598986631.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,372.757.263,34.005.969,149.254.437,2.533.738,(13.897.011),544.654.396,372757263.0,34005969.0,149254437.0,2533738.0,-13897011.0,544654396.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,414.529.599,21.911.996,90.728.684,2.313.782,(11.005.724),518.478.337,414529599.0,21911996.0,90728684.0,2313782.0,-11005724.0,518478337.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.084.082,6,30,2.920,-,1.087.038,1084082.0,6.0,30.0,2920.0,,1087038.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,(42.856.418),12.093.967,58.525.723,217.036,(2.891.287),25.089.021,-42856418.0,12093967.0,58525723.0,217036.0,-2891287.0,25089021.0
