row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,1.792.344,1.408.569,3.200.913,1792344.0,1408569.0,3200913.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,356.060,5.783.026,6.139.086,356060.0,5783026.0,6139086.0
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,-,(4.980.200),(4.980.200),,-4980200.0,-4980200.0
Điều chỉnh theo kết quả kiểm toán năm trước tại các chỉ nhánh nước ngoài,Điều chỉnh theo kết quả kiểm toán năm trước tại các chỉ nhánh nước ngoài,Điều chỉnh theo kết quả kiểm toán năm trước tại các chỉ nhánh nước ngoài,-,(4.538),(4.538),,-4538.0,-4538.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(166),(876),(1.042),-166.0,-876.0,-1042.0
Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,2.148.238,2.205.981,4.354.219,2148238.0,2205981.0,4354219.0
