row_label_raw,row_label_full,Số dư đầu năm,Năm 2021triệu đồng > 4.651,Năm 2020triệu đồng > 12.097,numeric__Năm 2021triệu đồng > 4.651,numeric__Năm 2020triệu đồng > 12.097
Các khoản chênh lệch tạm thời tính thuế,Các khoản chênh lệch tạm thời tính thuế,Các khoản chênh lệch tạm thời tính thuế,(23.255),(37.230),-23255.0,-37230.0
Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,20%,20%,0.2,0.2
Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,(4.651),(7.446),-4651.0,-7446.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,4.651,,4651.0
