row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Thuyết minh,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,,38.464.932(12.265.378),32.767.393(12.489.598),,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,28,26.199.554,20.277.795,28.0,26199554.0,20277795.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,12.308.295(7.940.917),8.228.173(4.652.620),,,
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,,,,,
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,29,4.367.378,3.575.553,29.0,4367378.0,3575553.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,30,1.331.468,785.809,30.0,1331468.0,785809.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,31,221.236,85.086,31.0,221236.0,85086.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,32,1.445.713,865.869,32.0,1445713.0,865869.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,4.210.764(956.450),2.808.825(1.129.275),,,
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,,,,,
Lãi thuần từ hoạt động khác,Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,33,3.254.314,1.679.550,33.0,3254314.0,1679550.0
"Thu nhập từ góp vốn, mua cổ phần","Chi phí cho hoạt động khác > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",34,114.835,92.511,34.0,114835.0,92511.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí cho hoạt động khác > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,36.934.498,27.362.173,,36934498.0,27362173.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí cho hoạt động khác > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,35,(12.377.188),(10.555.457),35.0,-12377188.0,-10555457.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Chi phí cho hoạt động khác > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,,24.557.310,16.806.716,,24557310.0,16806716.0
Chi phí dự phòng rủi ro,Chi phí cho hoạt động khác > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,36,(8.030.051),(6.118.440),36.0,-8030051.0,-6118440.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Chi phí cho hoạt động khác > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,16.527.259,10.688.276,,16527259.0,10688276.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,37.1,(3.307.574),(2.089.420),371.0,-3307574.0,-2089420.0
Thu nhập/(chi phí) thuế thu nhập hoãn lại,Chi phí cho hoạt động khác > Thu nhập/(chi phí) thuế thu nhập hoãn lại,Thu nhập/(chi phí) thuế thu nhập hoãn lại,,1.752,7.183,,1752.0,7183.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(3.305.822),(2.082.237),,-3305822.0,-2082237.0
LỢI NHUẬN SAU THUẾ,Chi phí cho hoạt động khác > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,13.221.437,8.606.039,,13221437.0,8606039.0
Lợi ích của cổ đông không kiểm soát,Chi phí cho hoạt động khác > Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,524.362,343.380,,524362.0,343380.0
Lợi nhuận ròng trong năm,Chi phí cho hoạt động khác > Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,,12.697.075,8.262.659,,12697075.0,8262659.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Chi phí cho hoạt động khác > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),38,3.362,2.776,38.0,3362.0,2776.0
