row_label_raw,row_label_full,col_0,Năm 2021 triệu đồng,Năm 2020 triệu đồng,numeric__Năm 2021 triệu đồng,numeric__Năm 2020 triệu đồng
"Chỉ nộp thuế và các khoản phí, lệ phí","Chỉ nộp thuế và các khoản phí, lệ phí","Chỉ nộp thuế và các khoản phí, lệ phí",126.081,85.764,126081.0,85764.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,6.710.310,5.998.888,6710310.0,5998888.0
Chi lương và các khoản đóng góp theo lương,Chi lương và các khoản đóng góp theo lương,Chi lương và các khoản đóng góp theo lương,6.505.313,5.832.817,6505313.0,5832817.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,29.257,20.174,29257.0,20174.0
Chi khác cho nhân viên,Chi khác cho nhân viên,Chi khác cho nhân viên,175.740,145.897,175740.0,145897.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.186.760,1.603.540,2186760.0,1603540.0
Trong đó:,Trong đó:,Trong đó:,,,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,1.086.194,625.563,1086194.0,625563.0
Chi khác về tài sản,Trong đó: > Chi khác về tài sản,Chi khác về tài sản,1.100.566,977.977,1100566.0,977977.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.108.879,2.281.300,3108879.0,2281300.0
Trong đó:,Trong đó:,Trong đó:,,,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,93.548,109.215,93548.0,109215.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,9.426,11.139,9426.0,11139.0
Chi khác cho hoạt động quản lý,Trong đó: > Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.005.905,2.160.946,3005905.0,2160946.0
Chi quỹ khoa học công nghệ,Trong đó: > Chi quỹ khoa học công nghệ,Chi quỹ khoa học công nghệ,-,400.000,,400000.0
"Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chỉ nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",245.158,185.965,245158.0,185965.0
,,,12.377.188,10.555.457,12377188.0,10555457.0
