row_label_raw,row_label_full,Số đầu năm,Phát sinh trong năm,Phát sinh trong năm_1,Số cuối năm,numeric__Phát sinh trong năm,numeric__Phát sinh trong năm_1,numeric__Số cuối năm
Phải trả triệu đồng,Phải trả triệu đồng,Phải trả triệu đồng,Phát sinh tăng triệu đồng,Phát sinh giảm triệu đồng,Phải trả triệu đồng,,,
73.112,Phải trả triệu đồng > 73.112,73.112,511.547,(506.783),77.876,511547.0,-506783.0,77876.0
543.357,Phải trả triệu đồng > 543.357,543.357,3.320.893,(2.962.863),901.387,3320893.0,-2962863.0,901387.0
97.998,Phải trả triệu đồng > 97.998,97.998,1.311.710,(1.285.586),124.122,1311710.0,-1285586.0,124122.0
714.467,Phải trả triệu đồng > 714.467,714.467,5.144.150,(4.755.232),1.103.385,5144150.0,-4755232.0,1103385.0
