row_label_raw,row_label_full,col_0,31/12/2021triệu đồng,31/12/2020triệu đồng,numeric__31/12/2021triệu đồng,numeric__31/12/2020triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",171.396.096,115.194.453,171396096.0,115194453.0
- Bằng VND,- Bằng VND,- Bằng VND,157.468.700,97.975.293,157468700.0,97975293.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,13.927.396,17.219.160,13927396.0,17219160.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,197.179.579,183.647.782,197179579.0,183647782.0
- Bằng VND,- Bằng VND,- Bằng VND,192.331.233,179.173.089,192331233.0,179173089.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.848.346,4.474.693,4848346.0,4474693.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,4.388.708,5.049.715,4388708.0,5049715.0
- Bằng VND,- Bằng VND,- Bằng VND,2.850.634,4.524.749,2850634.0,4524749.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.538.074,524.966,1538074.0,524966.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,11.727.772,7.068.404,11727772.0,7068404.0
- Bằng VND,- Bằng VND,- Bằng VND,7.719.805,3.631.600,7719805.0,3631600.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.007.967,3.436.804,4007967.0,3436804.0
,,,384.692.155,310.960.354,384692155.0,310960354.0
