row_label_raw,row_label_full,Số dư đầu năm > Hoàn nhập trong năm (thuyết minh số 32),Năm 2021 triệu đồng > 141.331 > (34.258),Năm 2020 triệu đồng > 150.436 > (9.105),numeric__Năm 2021 triệu đồng > 141.331 > (34.258),numeric__Năm 2020 triệu đồng > 150.436 > (9.105)
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,(37.957),-,-37957.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,137.632,141.331,137632.0,141331.0
