row_label_raw,row_label_full,col_0,31/12/2021%/năm,31/12/2020%/năm,numeric__31/12/2021%/năm,numeric__31/12/2020%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,20 – 4,20","0,15 - 4,40",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,20 – 0,50","0,15 - 1,50",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"0,95 – 4,00","1,50 - 5,00",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"1,32 – 2,11","0,40 - 2,10",,
