row_label_raw,row_label_full,col_0,31/12/2021 triệu đồng,31/12/2020 triệu đồng,numeric__31/12/2021 triệu đồng,numeric__31/12/2020 triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,24.155.189,41.939.499,24155189.0,41939499.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,3.322.748,4.461.073,3322748.0,4461073.0
- Bằng VND,- Bằng VND,- Bằng VND,713.154,1.149.638,713154.0,1149638.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.609.594,3.311.435,2609594.0,3311435.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,20.832.441,37.478.426,20832441.0,37478426.0
- Bằng VND,- Bằng VND,- Bằng VND,17.086.730,33.203.690,17086730.0,33203690.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.745.711,4.274.736,3745711.0,4274736.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,11.908.860,5.949.303,11908860.0,5949303.0
- Bằng VND,- Bằng VND,- Bằng VND,6.213.960,4.101.295,6213960.0,4101295.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,5.694.900,1.848.008,5694900.0,1848008.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(80.856),-,-80856.0,
,,,35.983.193,47.888.802,35983193.0,47888802.0
