row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm (Trình bày lại),Số đầu năm (Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm (Trình bày lại),numeric__Số đầu năm (Trình bày lại)_1
,,,Triệu VND,%,Triệu VND,%,,,,
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,2.257.564.990,"97,25",1.952.828.274,"96,98",2257564990.0,97.25,1952828274.0,96.98
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,30.507.201,"1,31",33.267.837,"1,65",30507201.0,1.31,33267837.0,1.65
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,4.004.334,"0,17",3.206.086,"0,16",4004334.0,0.17,3206086.0,0.16
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,4.584.922,"0,20",5.526.765,"0,27",4584922.0,0.2,5526765.0,0.27
Nợ có khả năng mắt vốn,Nợ có khả năng mắt vốn,Nợ có khả năng mắt vốn,24.807.134,"1,07",18.979.174,"0,94",24807134.0,1.07,18979174.0,0.94
,,,2.321.468.581,"100,00",2.013.808.136,"100,00",2321468581.0,100.0,2013808136.0,100.0
