row_label_raw,row_label_full,Họ và tên,Chức vụ,Năm nay,Năm trước,Ghi chú,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước,numeric__Ghi chú
Ông Hoàng Việt Hùng,"Lương, thường > Ông Hoàng Việt Hùng",Ông Hoàng Việt Hùng,Phó Tổng Giám đốc,2.088,1.790,,,2088.0,1790.0,
Ông Phan Thanh Hải,"Lương, thường > Ông Phan Thanh Hải",Ông Phan Thanh Hải,Phó Tổng Giám đốc,2.103,1.719,,,2103.0,1719.0,
Bà Nguyễn Thị Quỳnh Giao,"Lương, thường > Bà Nguyễn Thị Quỳnh Giao",Bà Nguyễn Thị Quỳnh Giao,Phó Tổng Giám đốc,2.088,1.790,,,2088.0,1790.0,
Ông Đoàn Việt Nam,"Lương, thường > Ông Đoàn Việt Nam",Ông Đoàn Việt Nam,Phó Tổng Giám đốc,1.893,1.503,,,1893.0,1503.0,
Ông Lại Tiến Quân,"Lương, thường > Ông Lại Tiến Quân",Ông Lại Tiến Quân,Phó Tổng Giám đốc,1.893,1.503,,,1893.0,1503.0,
Bà Bùi Thị Hòa,"Lương, thường > Bà Bùi Thị Hòa",Bà Bùi Thị Hòa,Kế toán trưởng,1.727,1.306,,,1727.0,1306.0,
THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,THÀNH VIÊN BAN KIỂM SOÁT,,,,
"Thù lao, thường","Thù lao, thường","Thù lao, thường","Thù lao, thường","Thù lao, thường","Thù lao, thường","Thù lao, thường",,,,
Bà Tạ Thị Hạnh,"Thù lao, thường > Bà Tạ Thị Hạnh",Bà Tạ Thị Hạnh,Trường ban Kiểm soát,2.268,1.987,,,2268.0,1987.0,
Ông Cao Cự Trí,"Thù lao, thường > Ông Cao Cự Trí",Ông Cao Cự Trí,Thành viên chuyên trách,1.421,1.306,,,1421.0,1306.0,
Bà Nguyễn Thị Thu Hà,"Thù lao, thường > Bà Nguyễn Thị Thu Hà",Bà Nguyễn Thị Thu Hà,Thành viên chuyên trách,1.294,1.052,,,1294.0,1052.0,
Ông Nguyễn Trung Kiên,"Thù lao, thường > Ông Nguyễn Trung Kiên",Ông Nguyễn Trung Kiên,Thành viên chuyên trách,1.241,970,,,1241.0,970.0,
Ông Huỳnh Phương,"Thù lao, thường > Ông Huỳnh Phương",Ông Huỳnh Phương,Thành viên chuyên trách,745,- Bố nhiệm ngày26 tháng 4 năm 2025,- Bố nhiệm ngày26 tháng 4 năm 2025,,745.0,,
