row_label_raw,row_label_full,Khoản mục,Số đã trình bày trước đó,Điều chỉnh,Số trình bày lại,numeric__Số đã trình bày trước đó,numeric__Điều chỉnh,numeric__Số trình bày lại
BẢO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNGCho vay khách hàng,BẢO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNGCho vay khách hàng,BẢO CÁO TÌNH HÌNH TÀI CHÍNH RIÊNGCho vay khách hàng,1.976.863.693,68.290,1.976.931.983,1976863693.0,68290.0,1976931983.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(36.944.443),68.290,(36.876.153),-36944443.0,68290.0,-36876153.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,11.287.876,45.032,11.332.908,11287876.0,45032.0,11332908.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,6.113.699,45.032,6.158.731,6113699.0,45032.0,6158731.0
Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,15.366.555,-,15.366.555,15366555.0,,15366555.0
Hao mòn tài sản cố định,Hao mòn tài sản cố định,Hao mòn tài sản cố định,(9.252.856),45.032,(9.207.824),-9252856.0,45032.0,-9207824.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,46.568.210,(3.072),46.565.138,46568210.0,-3072.0,46565138.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",19.789.915,(3.618),19.786.297,19789915.0,-3618.0,19786297.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,2.423.382,546,2.423.928,2423382.0,546.0,2423928.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,2.709.287.140,110.250,2.709.397.390,2709287140.0,110250.0,2709397390.0
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác,43.124.242,39.352,43.163.594,43124242.0,39352.0,43163594.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,14.892.857,39.352,14.932.209,14892857.0,39352.0,14932209.0
Vốn và các quỹ,Vốn và các quỹ,Vốn và các quỹ,136.279.744,70.898,136.350.642,136279744.0,70898.0,136350642.0
Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,34.164.156,70.898,34.235.054,34164156.0,70898.0,34235054.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮ'U,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮ'U,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮ'U,2.709.287.140,110.250,2.709.397.390,2709287140.0,110250.0,2709397390.0
