row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(1.724.684),(1.176.291),,-1724684.0,-1176291.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,10.220,12.321,,10220.0,12321.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,(2.994),(4.695),,-2994.0,-4695.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,14.108,,,14108.0
"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,220.392,152.049,,220392.0,152049.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.497.066),(1.002.508),,-1497066.0,-1002508.0
LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,24,4.753.174,-,24.0,4753174.0,
Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,26.043.000,19.000.000,,26043000.0,19000000.0
