row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),21.909.221,14.966.932,36.876.153,21909221.0,14966932.0,36876153.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,20.329.932,2.261.032,22.590.964,20329932.0,2261032.0,22590964.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(25.779.922),-,(25.779.922),-25779922.0,,-25779922.0
Khác,Khác,Khác,127,612,739,127.0,612.0,739.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,16.459.358,17.228.576,33.687.934,16459358.0,17228576.0,33687934.0
