row_label_raw,row_label_full,col_0,Năm nay,Năm trước (Trình bày lại),numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",24.397,81.554,24397.0,81554.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,16.584.911,14.843.875,16584911.0,14843875.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lượng và phụ cấp,Trong đó: > - Chi lượng và phụ cấp,- Chi lượng và phụ cấp,13.477.496,12.006.508,13477496.0,12006508.0
- Các khoản chi đóng góp theo lượng,Trong đó: > - Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,1.209.797,1.095.301,1209797.0,1095301.0
- Chi khác cho nhân viên,Trong đó: > - Chi khác cho nhân viên,- Chi khác cho nhân viên,1.293.738,1.233.821,1293738.0,1233821.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,4.327.083,4.202.246,4327083.0,4202246.0
Trong đó: khấu hao tài sản cố định,Trong đó: > Trong đó: khấu hao tài sản cố định,Trong đó: khấu hao tài sản cố định,1.170.436,1.201.328,1170436.0,1201328.0
4. Chi cho hoạt động quản lý công vụ,Trong đó: > 4. Chi cho hoạt động quản lý công vụ,4. Chi cho hoạt động quản lý công vụ,5.877.097,5.474.827,5877097.0,5474827.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,275.133,273.497,275133.0,273497.0
- Chi hoạt động đoàn thể của TCTD,Trong đó: > - Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,36.791,28.179,36791.0,28179.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",1.497.313,1.301.339,1497313.0,1301339.0
6. (Hoàn nhập) chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.3),Trong đó: > 6. (Hoàn nhập) chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.3),6. (Hoàn nhập) chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.3),(62.340),(94.741),-62340.0,-94741.0
,,,28.248.461,25.809.100,28248461.0,25809100.0
