row_label_raw,row_label_full,col_0,Số dư đầu năm(Trình bày lại),Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm(Trình bày lại),numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,(5.930),1.284.589,(1.168.917),109.742,-5930.0,1284589.0,-1168917.0,109742.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,2.860.927,7.067.062,(6.451.520),3.476.469,2860927.0,7067062.0,-6451520.0,3476469.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,165.603,2.634.057,(2.662.095),137.565,165603.0,2634057.0,-2662095.0,137565.0
"Các khoản phải nộp khácvà các khoản phí, lệ phí","Các khoản phải nộp khácvà các khoản phí, lệ phí","Các khoản phải nộp khácvà các khoản phí, lệ phí",171.646,25.773,(25.786),171.633,171646.0,25773.0,-25786.0,171633.0
,,,3.192.246,11.011.481,(10.308.318),3.895.409,3192246.0,11011481.0,-10308318.0,3895409.0
