row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,146.436.772(84.906.259),127.033.746(84.941.586),,,
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán Chi hoạt động khác","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán Chi hoạt động khác","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán Chi hoạt động khác",,5.708.3435.247.359,5.629.06210.506.844,,57083435247359.0,562906210506844.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",30,(1.638.976)14.382.558,(3.057.916)7.801.719,30.0,,
Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,33,(26.094.940)(6.451.520),(23.899.105)(6.610.759),33.0,,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,,52.683.337,32.462.005,,52683337.0,32462005.0
Những thay đối về tài sản hoạt động(Tăng) các khoản tiên và cho vay các TCTD khác,Những thay đối về tài sản hoạt động(Tăng) các khoản tiên và cho vay các TCTD khác,Những thay đối về tài sản hoạt động(Tăng) các khoản tiên và cho vay các TCTD khác,,(6.491.000)(22.224.037)663.256,(9.868.370)(57.502.911)(663.256),,,
(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(307.660.445)(25.779.922),(273.416.768)(23.071.835),,,
"(Tăng) các khoản cho vay khách hàng(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt(Tăng) khác về tài sản hoạt động","(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > (Tăng) các khoản cho vay khách hàng(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt(Tăng) khác về tài sản hoạt động","(Tăng) các khoản cho vay khách hàng(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt(Tăng) khác về tài sản hoạt động",,(7.790.362),(567.546),,-7790362.0,-567546.0
Những thay đối về công nợ hoạt độngTăng các khoản nợ Chính phủ và NHNN,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > Những thay đối về công nợ hoạt độngTăng các khoản nợ Chính phủ và NHNN,Những thay đối về công nợ hoạt độngTăng các khoản nợ Chính phủ và NHNN,,50.298.139179.420.949266.335.147,132.832.78248.702.512244.003.594,,5.029813917942095e+25,1.3283278248702512e+25
"Tăng các khoản tiền gửi, tiền vay các TCTD khácTăng tiền gửi của khách hàng","(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > Tăng các khoản tiền gửi, tiền vay các TCTD khácTăng tiền gửi của khách hàng","Tăng các khoản tiền gửi, tiền vay các TCTD khácTăng tiền gửi của khách hàng",,13.361.129,6.689.099,,13361129.0,6689099.0
"Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính)(Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,61.602,(226.262),,61602.0,-226262.0
(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,230.557,(335.208),,230557.0,-335208.0
(Giảm) khác về công nợ hoạt động,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(2.759.826),(1.451.259),,-2759826.0,-1451259.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,(Tăng) các khoản về kinh doanh chứng khoán Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,190.348.524,97.586.577,,190348524.0,97586577.0
