row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Quá hạn_3,Quá hạn_4,Quá hạn_5,Trong hạn,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Quá hạn_3,numeric__Quá hạn_4,numeric__Quá hạn_5,numeric__Trong hạn,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ trên 1 tháng đến 3 tháng,Từ trên 3 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,12.357.415,-,-,-,-,12.357.415,,,12357415.0,,,,,12357415.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,117.637.628,-,-,-,-,117.637.628,,,117637628.0,,,,,117637628.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,400.284.051,5.065.010,51.281.353,3.457.577,1.589.464,461.677.455,,,400284051.0,5065010.0,51281353.0,3457577.0,1589464.0,461677455.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,1.032.903,24.264.298,-,25.297.201,,,,,1032903.0,24264298.0,,25297201.0
Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Tài sản > Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),33.007.031,18.457.344,175.545.817,442.243.237,847.461.264,355.592.662,452.627.226,2.324.934.581,33007031.0,18457344.0,175545817.0,442243237.0,847461264.0,355592662.0,452627226.0,2324934581.0
Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Tài sản > Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),-,-,10.115.359,13.779.029,98.246.576,73.197.842,83.406.111,278.744.917,,,10115359.0,13779029.0,98246576.0,73197842.0,83406111.0,278744917.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,8.085.623,8.085.623,,,,,,,8085623.0,8085623.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,12.292.623,12.292.623,,,,,,,12292623.0,12292623.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),370.657,-,11.724.621,17.102.112,22.107.782,2.232.126,5.239.647,58.776.945,370657.0,,11724621.0,17102112.0,22107782.0,2232126.0,5239647.0,58776945.0
