row_label_raw,row_label_full,col_0,Vốn điều lệ,Thặng dư vốn cổ phần,Quỹ đầu tư phát triển,Quỹ dự phòng tài chính,Quỹ dự trữ bổ sung vốn điều lệ,Lợi nhuận chưa phân phối,Tổng cộng,numeric__Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tư phát triển,numeric__Quỹ dự phòng tài chính,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Lợi nhuận chưa phân phối,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),68.975.153,14.292.382,-,12.535.778,6.312.275,34.235.054,136.350.642,68975153.0,14292382.0,,12535778.0,6312275.0,34235054.0,136350642.0
Lợi nhuận sau thuế trong năm,Lợi nhuận sau thuế trong năm,Lợi nhuận sau thuế trong năm,-,-,-,-,-,28.445.518,28.445.518,,,,,,28445518.0,28445518.0
Tăng vốn từ phát hành cổ phiếu riêng lẻ (*),Tăng vốn từ phát hành cổ phiếu riêng lẻ (*),Tăng vốn từ phát hành cổ phiếu riêng lẻ (*),1.238.466,3.514.708,-,-,-,-,4.753.174,1238466.0,3514708.0,,,,,4753174.0
Trích lập bổ sung quỹ thuộc vốn chủ sở hữu,Trích lập bổ sung quỹ thuộc vốn chủ sở hữu,Trích lập bổ sung quỹ thuộc vốn chủ sở hữu,-,-,6.830.766,2.553.930,5.120.890,(14.505.586),-,,,6830766.0,2553930.0,5120890.0,-14505586.0,
"Tạm trích quỹ khen thưởng, phúc lợi","Tạm trích quỹ khen thưởng, phúc lợi","Tạm trích quỹ khen thưởng, phúc lợi",-,-,-,-,-,(3.391.055),(3.391.055),,,,,,-3391055.0,-3391055.0
Chi trả cổ tức bằng tiền,Chi trả cổ tức bằng tiền,Chi trả cổ tức bằng tiền,-,-,-,-,-,(3.159.613),(3.159.613),,,,,,-3159613.0,-3159613.0
Tăng khác,Tăng khác,Tăng khác,-,-,-,-,1.710,16.699,18.409,,,,,1710.0,16699.0,18409.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,70.213.619,17.807.090,6.830.766,15.089.708,11.434.875,41.641.017,163.017.075,70213619.0,17807090.0,6830766.0,15089708.0,11434875.0,41641017.0,163017075.0
