row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thép,Nông nghiệp,Bất động sản,Loại trừ,Hợp nhất,numeric__Sản xuất và kinh doanh thép,numeric__Nông nghiệp,numeric__Bất động sản,numeric__Loại trừ,numeric__Hợp nhất
,,,VND,VND,VND,VND,VND,,,,,
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,260.550.705.445.927,2.277.836.672.784,5.618.337.131.927,(10.547.678.433.091),257.899.200.817.547,260550705445927.0,2277836672784.0,5618337131927.0,-10547678433091.0,257899200817547.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,131.232.130.457.463,1.520.244.500.381,3.522.716.854.090,(9.595.901.870.962),126.679.189.940.972,131232130457463.0,1520244500381.0,3522716854090.0,-9595901870962.0,126679189940972.0
Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024:,,,,,
,,,Sản xuất và kinh doanh thép,Nông nghiệp,Bất động sản,Loại trừ,Hợp nhất,,,,,
,,,VND,VND,VND,VND,VND,,,,,
Tài sản bộ phận,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024: > Tài sản bộ phận,Tài sản bộ phận,212.863.820.372.850,4.676.230.709.727,10.277.751.461.567,(3.328.094.990.163),224.489.707.553.981,212863820372850.0,4676230709727.0,10277751461567.0,-3328094990163.0,224489707553981.0
Nợ phải trả bộ phận,Thông tin về tài sản và các khoản nợ phải trả bộ phận tại ngày 31 tháng 12 năm 2024: > Nợ phải trả bộ phận,Nợ phải trả bộ phận,108.382.514.439.382,1.436.230.385.044,2.582.836.295.586,(2.559.331.549.730),109.842.249.570.282,108382514439382.0,1436230385044.0,2582836295586.0,-2559331549730.0,109842249570282.0
