row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số đầu năm(Số đã báo cáo),Số phân loại lại,Số đầu năm(Phân loại lại),numeric__Mã số,numeric__Số đầu năm(Số đã báo cáo),numeric__Số phân loại lại,numeric__Số đầu năm(Phân loại lại)
,,,,VND,VND,VND,,,,
Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024,,,,
Chi phí phải trả dài hạn,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024 > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,1.143.692.237.207,(54.000.000.000),1.089.692.237.207,333.0,1143692237207.0,-54000000000.0,1089692237207.0
Dự phòng phải trả dài hạn,Bảng cân đối kế toán hợp nhất tại ngày 31 tháng 12 năm 2024 > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,67.495.546.940,54.000.000.000,121.495.546.940,342.0,67495546940.0,54000000000.0,121495546940.0
