row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu bán hàng,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán hàng,Doanh thu bán hàng,156.000.491.407.783,137.852.890.802.353,156000491407783.0,137852890802353.0
Doanh thu cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,756.518.904.154,725.545.690.056,756518904154.0,725545690056.0
Doanh thu cho thuê lại đất thuê,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu cho thuê lại đất thuê,Doanh thu cho thuê lại đất thuê,1.377.483.494.335,1.826.674.457.139,1377483494335.0,1826674457139.0
Doanh thu cho thuê bất động sản đầu tư,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu cho thuê bất động sản đầu tư,Doanh thu cho thuê bất động sản đầu tư,103.788.965.605,147.925.256.273,103788965605.0,147925256273.0
Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu khác,Doanh thu khác,94.035.162.335,8.351.242.751,94035162335.0,8351242751.0
,,,158.332.317.934.212,140.561.387.448.572,158332317934212.0,140561387448572.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,(2.122.663.132.507),(1.631.704.360.601),-2122663132507.0,-1631704360601.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,(461.358.565),(1.027.962.712),-461358565.0,-1027962712.0
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(93.098.824.658),(73.542.993.872),-93098824658.0,-73542993872.0
,,,(2.216.223.315.730),(1.706.275.317.185),-2216223315730.0,-1706275317185.0
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,156.116.094.618.482,138.855.112.131.387,156116094618482.0,138855112131387.0
