row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích (%) (*),Tỷ lệ phần biểu quyết nằm giữ (%) (*),Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích (%) (*),numeric__Tỷ lệ phần biểu quyết nằm giữ (%) (*),numeric__Hoạt động chính
40,40,40,Công ty Cổ phần Khoáng sản Hòa Phát Mitraco,Hà Tĩnh,"98,3796%","98,4200%","Khai thác và sản xuất quặng sắt, bổ xít và các kim loại quý hiểm; bán buôn kim loại và quặng kim loại.",,,0.983796,0.9842,
41,41,41,Công ty TNHH Thép Cán người Hòa Phát,Hưng Yên,"99,9760%",100%,Sản xuất sản phẩm thép cán người.,,,0.99976,1.0,
42,42,42,Công ty TNHH Ông thép Hòa Phát Đà Nẵng,Đà Nẵng,"99,9535%","99,9775%",Sản xuất và kinh doanh thương mại ống thép.,,,0.9995350000000001,0.9997750000000001,
43,43,43,Công ty TNHH MTV Ông Thép Hòa Phát Bình Dương,Hỗ Chí Minh,"99,9760%",100%,Sản xuất và kinh doanh thương mại ống thép.,,,0.99976,1.0,
44,44,44,Công ty TNHH MTV Ông Thép Hòa Phát Long An,Tây Ninh,"99,9760%",100%,Sản xuất và kinh doanh thương mại ống thép.,,,0.99976,1.0,
45,45,45,Công ty Cổ phần Sản phẩm thép Hòa Phát Long An,Tây Ninh,"99,9660%","99,9900%",Sản xuất và kinh doanh thương mại ống thép.,,,0.99966,0.9998999999999999,
46,46,46,Công ty TNHH Chế tạo cơ khí Hòa Phát,Hỗ Chí Minh,"99,9300%","99,9539%","Sửa chữa và sản xuất các sản phẩm cơ khí; dịch vụ cho thuê máy móc, thiết bị, phương tiện.",,,0.9993000000000001,0.9995390000000001,
47,47,47,Công ty TNHH Thép dây Hòa Phát,Hưng Yên,"99,9294%","100%Sản xuất, kinh doanh các loại máy xây dựng và khai thác mỏ; sản xuất động cơ, tua bin.","100%Sản xuất, kinh doanh các loại máy xây dựng và khai thác mỏ; sản xuất động cơ, tua bin.",,,0.999294,,
48,48,48,Công ty TNHH MTV Thép dự ứng lực Hòa Phát,Quáng Ngãi,"99,9294%",100%,"Sản xuất sắt, thép, gang.",,,0.999294,1.0,
49,49,49,Công ty TNHH Phụ kiện cơ khí Hòa Phát,Hỗ Chí Minh,"99,8246%",100%,Sản xuất phụ kiện cơ khí.,,,0.9982460000000001,1.0,
50,50,50,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Quang Trị,"69,0402%","72,7200%","Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",,,0.690402,0.7272,
51,51,51,Công ty TNHH Chăn nuôi Việt Hùng,Hưng Yên,"94,9398%",100%,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",,,0.9493980000000001,1.0,
52,52,52,Công ty TNHH Chăn nuôi Đồng Phát,Đồng Nai,"94,9398%",100%,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",,,0.9493980000000001,1.0,
53,53,53,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,Đồng Nai,"94,9398%",100%,"Chăn nuôi gia cầm, chăn nuôi khác.",,,0.9493980000000001,1.0,
54,54,54,Công ty TNHH Chăn nuôi Sơn Đồng,Bắc Ninh,"94,9754%",100%,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",,,0.949754,1.0,
55,55,55,Công ty TNHH Chăn nuôi Lạc Thủy,Phú Thọ,"94,9754%",100%,"Chăn nuôi gia cầm, chăn nuôi khác.",,,0.949754,1.0,
56,56,56,Công ty TNHH MTV Chăn nuôi Hòa Yên,Lào Cai,"94,9992%",100%,"Chăn nuôi lợn, chăn nuôi khác.",,,0.9499920000000001,1.0,
57,57,57,Công ty TNHH Chăn nuôi Hòa Phước,Đồng Nai,"94,9735%","99,9980%",Chăn nuôi heo giống và heo thịt.,,,0.949735,0.9999800000000001,
58,58,58,Công ty TNHH Chăn nuôi Thái Thụy,Hưng Yên,"94,9754%",100%,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",,,0.949754,1.0,
59,59,59,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Đồng Nai,Đồng Nai,"99,9992%",100%,"Sản xuất và chế biến thức ăn gia súc, gia cầm và thủy sản.",,,0.999992,1.0,
60,60,60,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Phú Thọ,Phú Thọ,"94,9992%",100%,Sản xuất thức ăn chăn nuôi.,,,0.9499920000000001,1.0,
61,61,61,Công ty TNHH Phát triển hạ tầng Khu Công nghiệp Hòa Phát Hưng Yên,Hưng Yên,"99,9504%","100%Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xuống, văn phòng, đầu tư và xây dựng đồng bộ","100%Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xuống, văn phòng, đầu tư và xây dựng đồng bộ",,,0.9995040000000001,,
62,62,62,Công ty TNHH Quản lý Khai thác Khu Công nghiệp Hòa Mạc,Ninh Bình,"99,9504%","100%Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xuống, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.","100%Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xuống, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.",,,0.9995040000000001,,
63,63,63,Công ty Cổ phần Golden Gain Việt Nam,Hà Nội,"99,9404%","99,9900%",Kinh doanh bất động sản.,,,0.999404,0.9998999999999999,
