row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích (%) (*),Tỷ lệ phần biểu quyết nằm giữ (%) (*),Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích (%) (*),numeric__Tỷ lệ phần biểu quyết nằm giữ (%) (*),numeric__Hoạt động chính
64,64,64,Công ty Cổ phần Xây dựng Long Việt,Hà Nội,"99,7505%","99,8000%","Xây dựng công trình dân dụng, công nghiệp.",,,0.997505,0.998,
65,65,65,Công ty Cổ phần Phát triển Đô thị Mỹ Hào,Hưng Yên,"99,8504%","99,9000%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",,,0.998504,0.9990000000000001,
66,66,66,Công ty Cổ phần Phát triển Đô thị Hòa Phát Yên Mỹ,Hưng Yên,"99,8504%","99,9000%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, kinh doanh bất động sản.",,,0.998504,0.9990000000000001,
67,67,67,Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Đồng Phúc,Bắc Ninh,"99,9038%","99,9534%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",,,0.9990380000000001,0.999534,
68,68,68,Công ty Cổ phần Phát triển Đô thị mới Phú Thọ,Phú Thọ,"64,9555%",65%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng đi thuê.",,,0.649555,0.65,
69,69,69,Công ty Cổ phần Điện lạnh Hòa Phát Phú Mỹ,Hồ Chí Minh,"99,7169%","99,9000%","Sản xuất tủ đông, tủ mát.",,,0.997169,0.9990000000000001,
70,70,70,Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Lý Thường Kiệt,Hưng Yên,"83,9583%",84%,"Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.",,,0.839583,0.84,
71,71,71,Công ty Cổ phần Phát triển Hạ tầng Khu Công nghiệp Hoàng Diệu,Hải Phòng,"99,3681%","99,4175%","Xây dựng công trình dân dụng, công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà xưởng, văn phòng, đầu tư và xây dựng đồng bộ hạ tầng kỹ thuật, kinh doanh nước sạch, thu gom rác thải, khai thác, xử lý và cung cấp nước.",,,0.993681,0.994175,
72,72,72,Công ty Cổ phần Đầu tư & Dịch vụ Hà Nội,Hà Nội,"95,2104%","95,2672%","Hoạt động thể thao, giải trí, tennis, cầu lông, bida, boí, thể dục thể hình, games, bất động sản.",,,0.9521040000000001,0.9526720000000001,
73,73,73,Công ty Cổ phần Kinh doanh Dịch vụ và Thường mại Hà Nội,Hà Nội,"99,8404%","99,9000%","Vận tải hàng hóa bằng ô tô, vận tải khách liên tỉnh bằng ô tô, sửa chữa máy móc, thiết bị, dịch vụ lữ hành nội địa, đại lý kinh doanh xăng dầu, dịch vụ đại lý vận tải và dịch vụ trống giữ xe ô tô, văn phòng và kho bãi và bất động sản.",,,0.9984040000000001,0.9990000000000001,
74,74,74,Công ty TNHH Dịch vụ báo vệ Hà Nội,Hà Nội,"95,2104%",100%,Bảo vệ cá nhân,,,0.9521040000000001,1.0,
75,75,75,Công ty Cổ phần Sản phẩm thép Hòa Phát Hưng Yên (vi),Hưng Yên,"99,8960%","99,9000%","Sản xuất sắt, thép, gang.",,,0.99896,0.9990000000000001,
76,76,76,Công ty Cổ phần Phát triển Hạ tầng Khu công nghiệp Số 6 (vi),Hưng Yên,"79,9603%",80%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",,,0.7996030000000001,0.8,
77,77,77,Công ty Cổ phần Phát triển Hạ tầng Khu công nghiệp Thanh Miện (vi),Hải Dương,"79,9603%",80%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng đi thuê.",,,0.7996030000000001,0.8,
