row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,05 – 50,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,02 – 25,
Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,02 – 30,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,02 – 12,
Vật nuôi,Vật nuôi,Vật nuôi,03 – 05,
Tài sản cố định khác,Tài sản cố định khác,Tài sản cố định khác,02 – 12,
