row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,154.239.798.057.823,137.815.431.280.986,,200.0,,154239798057823.0,137815431280986.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,290.327.516.308,923.400.123.614,,210.0,,290327516308.0,923400123614.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,8,41.408.436.429,82.805.287.792,,212.0,8.0,41408436429.0,82805287792.0
2.,2.,2.,Phải thu dài hạn khác,216,9,248.919.079.879,840.594.835.822,,216.0,9.0,248919079879.0,840594835822.0
II.,II.,II.,Tài sản cố định,220,,133.608.057.859.977,67.428.366.953.514,,220.0,,133608057859977.0,67428366953514.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,133.420.846.696.083,67.244.150.975.048,,221.0,12.0,133420846696083.0,67244150975048.0
,,,- Nguyên giá,222,,182.308.655.292.963,108.146.566.348.954,,222.0,,182308655292963.0,108146566348954.0
,,,- Giá trị hao mòn lũy kế,223,,(48.887.808.596.880),(40.902.415.373.906),,223.0,,-48887808596880.0,-40902415373906.0
2.,2.,2.,Tài sản cố định vô hình,227,13,187.211.163.894,184.215.978.466,,227.0,13.0,187211163894.0,184215978466.0
,,,- Nguyên giá,228,,394.755.577.407,367.057.604.707,,228.0,,394755577407.0,367057604707.0
,,,- Giá trị hao mòn lũy kế,229,,(207.544.413.513),(182.841.626.241),,229.0,,-207544413513.0,-182841626241.0
III.,III.,III.,Bất động sản đầu tư,230,14,528.191.122.247,559.598.463.093,,230.0,14.0,528191122247.0,559598463093.0
,,,- Nguyên giá,231,,863.635.594.434,860.549.015.615,,231.0,,863635594434.0,860549015615.0
,,,- Giá trị hao mòn lũy kế,232,,(335.444.472.187),(300.950.552.522),,232.0,,-335444472187.0,-300950552522.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,10.869.891.370.972,63.750.717.325.406,,240.0,,10869891370972.0,63750717325406.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,148.814.839.011,94.859.885.024,,241.0,,148814839011.0,94859885024.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,15,10.721.076.531.961,63.655.857.440.382,,242.0,15.0,10721076531961.0,63655857440382.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,2.248.000.000.000,136.500.000.000,,250.0,,2248000000000.0,136500000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,255,6,2.248.000.000.000,136.500.000.000,,255.0,6.0,2248000000000.0,136500000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,6.695.330.188.319,5.016.848.415.359,,260.0,,6695330188319.0,5016848415359.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,6.003.628.755.787,4.269.141.694.868,,261.0,11.0,6003628755787.0,4269141694868.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,16,304.979.962.218,254.671.208.385,,262.0,16.0,304979962218.0,254671208385.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,335.208.284.895,429.422.385.383,,263.0,,335208284895.0,429422385383.0
4.,4.,4.,Lợi thế thương mại,269,17,51.513.185.419,63.613.126.723,,269.0,17.0,51513185419.0,63613126723.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,257.899.200.817.547,224.489.707.553.981,,270.0,,257899200817547.0,224489707553981.0
