row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích (%) (*),Tỷ lệ phần biểu quyết nằm giữ (%) (*),Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích (%) (*),numeric__Tỷ lệ phần biểu quyết nằm giữ (%) (*),numeric__Hoạt động chính
18,18,18,Công ty TNHH Thương mại Hòa Phát,Hà Nội,"94,9398%","99,9375%","Chăn nuôi trâu, bò; hoạt động dịch vụ trồng trọt, chăn nuôi và sau thu hoạch.",,,0.9493980000000001,0.999375,
19,19,19,Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Hưng Yên,"94,9754%","99,9750%","Chăn nuôi, cung cấp heo giống, heo thịt.",,,0.949754,0.9997499999999999,
20,20,20,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,Hưng Yên,"94,9992%",100%,"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.",,,0.9499920000000001,1.0,
21,21,21,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Phú Thọ,"94,9992%",100%,Chăn nuôi gia cầm.,,,0.9499920000000001,1.0,
22,22,22,Công ty Cổ phần Xây dựng và Phát triển Đô thị Hòa Phát,Hà Nội,"99,9504%","99,9692%","Xây dựng dân dụng; xây dựng công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà, văn phòng; đầu tư và xây đồng bộ hạ tầng kỳ thuật.",,,0.9995040000000001,0.999692,
23,23,23,Công ty Cổ phần Phát triển Bất động sản Hòa Phát Sài Gòn,Hồ Chí Minh,"99,8812%","99,9000%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",,,0.998812,0.9990000000000001,
24,24,24,Công ty Cổ phần Phát triển Bất động sản Hòa Phát Hà Nội,Hà Nội,"99,9448%","99,9636%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",,,0.999448,0.999636,
25,25,25,Công ty TNHH Đầu tư Phát triển Thành phố mới,Hồ Chí Minh,"99,9811%",100%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở- hữu, chủ sử dụng hoặc đi thuê.",,,0.999811,1.0,
26,26,26,Công ty Cổ phần phát triển hạ tầng khu công nghiệp Hòa Tâm,Đắk Lắk,"98,4190%","98,4200%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng đi thuê.",,,0.98419,0.9842,
27,27,27,Công ty Cổ phần Phát triển Khu Đô thị xanh (vi),Hưng Yên,"69,9868%",70%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.699868,0.7,
28,28,28,Công ty Cổ phần Điện máy Gia dụng Hà Nam,Ninh Bình,"99,8596%","99,9429%","Đầu tư, sản xuất, kinh doanh các sản phẩm điện máy, gia dụng.",,,0.998596,0.9994289999999999,
29,29,29,Công ty TNHH Điện lạnh Hòa Phát,Hưng Yên,"99,8168%","99,9000%",Sản xuất và kinh doanh thương mại sân phẩm điện lạnh.,,,0.998168,0.9990000000000001,
30,30,30,Công ty TNHH MTV Hòa Phát Bình Định,Gia Lai,"99,9989%",100%,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.",,,0.999989,1.0,
31,31,31,Công ty TNHH Thương mại Dịch vụ Nhơn Trạch,Đồng Nai,"99,9869%","99,9880%",Kho bãi và lưu giữ hàng hóa; bốc xếp hàng hóa.,,,0.999869,0.99988,
32,32,32,Công ty Cổ phần Thương mại Dịch vụ Thép Hòa Phát Long An (vi),Tây Ninh,"99,9789%","99,9800%","Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.",,,0.9997889999999999,0.9998,
33,33,33,Công ty Cổ phần Năng lượng Hòa Phát,Hải Phòng,"99,9239%","99,9267%","Sản xuất và bán buôn than cốc, khai thác và thu gom than cứng; sân xuất sân phẩm",,,0.999239,0.999267,
34,34,34,Công ty TNHH Ông thép Hòa Phát Dung Quất,Quảng Ngãi,"99,9846%","99,9900%","Sản xuất sắt, thép, gang.",,,0.999846,0.9998999999999999,
35,35,35,Công ty TNHH Hợp kim sắt Hòa Phát Dung Quất,Quảng Ngãi,"99,9888%","99,9900%","Sản xuất sắt, thép, gang.",,,0.999888,0.9998999999999999,
36,36,36,Công ty Cổ phần Cáng Tổng hợp Hòa Phát,Quảng Ngãi,"99,9989%",100%,Dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy.,,,0.999989,1.0,
37,37,37,Công ty TNHH Harmonia,Quảng Ngãi,"99,9989%",100%,Dịch vụ khách sạn.,,,0.999989,1.0,
38,38,38,Công ty Cổ phần Ray và Thép đặc biệt Hòa Phát Dung Quất (vi),Quảng Ngãi,"99,8989%","99,9000%","Sản xuất sắt, thép, gang",,,0.998989,0.9990000000000001,
39,39,39,Công ty TNHH Chế tạo thiết bị Hòa Phát Dung Quất (vi),Quảng Ngãi,"99,9989%",100%,"Gia công cơ khí, xử lý và tráng phủ kim loại",,,0.999989,1.0,
