row_label_raw,row_label_full,Ông Trần Đình Long,Chủ tịch,numeric__Chủ tịch
Ông Trần Tuấn Dương,Ông Trần Tuấn Dương,Ông Trần Tuấn Dương,Phó Chủ tịch,
Ông Nguyễn Mạnh Tuấn,Ông Nguyễn Mạnh Tuấn,Ông Nguyễn Mạnh Tuấn,Phó Chủ tịch,
Ông Doãn Gia Cường,Ông Doãn Gia Cường,Ông Doãn Gia Cường,Phó Chủ tịch,
Ông Nguyễn Ngọc Quang,Ông Nguyễn Ngọc Quang,Ông Nguyễn Ngọc Quang,Thành viên,
Ông Hoàng Quang Việt,Ông Hoàng Quang Việt,Ông Hoàng Quang Việt,Thành viên,
Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Thành viên,
Ông Chu Quang Vũ,Ông Chu Quang Vũ,Ông Chu Quang Vũ,Thành viên độc lập,
Ông Đăng Ngọc Khánh,Ông Đăng Ngọc Khánh,Ông Đăng Ngọc Khánh,Thành viên độc lập,
