row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí nhân viên bán hàng,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,309.835.714.355,209.264.157.604,309835714355.0,209264157604.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,124.458.388.557,58.190.275.470,124458388557.0,58190275470.0
Chi phí bảo hành,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí bảo hành,Chi phí bảo hành,50.958.628.194,46.138.504.984,50958628194.0,46138504984.0
Chi phí vận chuyển,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí vận chuyển,Chi phí vận chuyển,1.070.832.166.136,563.197.124.009,1070832166136.0,563197124009.0
Chi phí quảng cáo,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí quảng cáo,Chi phí quảng cáo,133.973.285.234,89.537.726.456,133973285234.0,89537726456.0
"Chi phí khuyến mại, hỗ trợ bán hàng","Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khuyến mại, hỗ trợ bán hàng","Chi phí khuyến mại, hỗ trợ bán hàng",115.297.891.122,77.245.199.195,115297891122.0,77245199195.0
Chi phí xuất khấu,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí xuất khấu,Chi phí xuất khấu,329.403.069.435,1.017.359.889.637,329403069435.0,1017359889637.0
Chi phí dịch vụ mua ngoài và chi phí bán hàng khác,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài và chi phí bán hàng khác,Chi phí dịch vụ mua ngoài và chi phí bán hàng khác,498.871.568.875,276.375.807.909,498871568875.0,276375807909.0
,,,2.633.630.711.908,2.337.308.685.264,2633630711908.0,2337308685264.0
Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,,
Chi phí nhân viên quản lý,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,444.700.210.791,439.147.348.666,444700210791.0,439147348666.0
Chi phí khấu hao tài sản cố định,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,88.709.130.986,103.474.669.832,88709130986.0,103474669832.0
Chi phí phân bổ lợi thế thường mại,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí phân bổ lợi thế thường mại,Chi phí phân bổ lợi thế thường mại,12.099.941.304,12.295.891.969,12099941304.0,12295891969.0
Chi phí dịch vụ mua ngoài và chi phí quản lý khác,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm > Chi phí dịch vụ mua ngoài và chi phí quản lý khác,Chi phí dịch vụ mua ngoài và chi phí quản lý khác,891.028.074.408,990.598.112.305,891028074408.0,990598112305.0
,,,1.436.537.357.489,1.545.516.022.772,1436537357489.0,1545516022772.0
