row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần (i),a. Ngắn hạn > Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần (i),Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần (i),1.320.000.000.000,-,1320000000000.0,
"Nhận đặt cọc, thanh toán tiền mua cổ phiếu Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát (ii)","a. Ngắn hạn > Nhận đặt cọc, thanh toán tiền mua cổ phiếu Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát (ii)","Nhận đặt cọc, thanh toán tiền mua cổ phiếu Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát (ii)",439.016.917.840,-,439016917840.0,
"Chiết khấu thương mại, hỗ trợ khách hàng","a. Ngắn hạn > Chiết khấu thương mại, hỗ trợ khách hàng","Chiết khấu thương mại, hỗ trợ khách hàng",19.198.132.039,21.587.116.182,19198132039.0,21587116182.0
"Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","a. Ngắn hạn > Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội và bảo hiểm y tế",4.955.989.820,4.582.516.447,4955989820.0,4582516447.0
Cổ tức phải trả,a. Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,3.081.210.956,3.659.064.785,3081210956.0,3659064785.0
Các khoản phải trả khác,a. Ngắn hạn > Các khoản phải trả khác,Các khoản phải trả khác,225.540.101.920,158.248.147.776,225540101920.0,158248147776.0
,,,2.011.792.352.575,188.076.845.190,2011792352575.0,188076845190.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Cổ tức phải trả,b. Dài hạn > Cổ tức phải trả,Cổ tức phải trả,1.332.287.366,1.332.287.366,1332287366.0,1332287366.0
Các khoản phải trả khác,b. Dài hạn > Các khoản phải trả khác,Các khoản phải trả khác,16.700.201.489,11.144.217.804,16700201489.0,11144217804.0
,,,18.032.488.855,12.476.505.170,18032488855.0,12476505170.0
