row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Quyền sử dụng đất,Quyền sử dụng đất,Quyền sử dụng đất,10 – 50,
Phần mềm máy tính,Phần mềm máy tính,Phần mềm máy tính,03 – 08,
