row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2023triệu đồng,Ngày 31 tháng 12năm 2022triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,39,31.980,33.980,39.0,31980.0,33980.0
2. Cam kết giao dịch hối đoái,2. Cam kết giao dịch hối đoái,2. Cam kết giao dịch hối đoái,39,343.840.786,223.775.857,39.0,343840786.0,223775857.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,11.263.221,1.408.572,,11263221.0,1408572.0
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,11.255.288,1.407.285,,11255288.0,1407285.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,321.322.277,220.960.000,,321322277.0,220960000.0
3. Cam kết trong nghiệp vụ LC,3. Cam kết trong nghiệp vụ LC,3. Cam kết trong nghiệp vụ LC,39,7.555.360,9.141.549,39.0,7555360.0,9141549.0
4. Bảo lãnh khác,4. Bảo lãnh khác,4. Bảo lãnh khác,39,21.686.263,20.444.318,39.0,21686263.0,20444318.0
5. Các cam kết khác,5. Các cam kết khác,5. Các cam kết khác,39,11.326.397,16.451.969,39.0,11326397.0,16451969.0
6. Lãi cho vay và phí phải thu chưa thu được,6. Lãi cho vay và phí phải thu chưa thu được,6. Lãi cho vay và phí phải thu chưa thu được,40,2.055.173,767.148,40.0,2055173.0,767148.0
7. Nợ khó đòi đã xử lý,7. Nợ khó đòi đã xử lý,7. Nợ khó đòi đã xử lý,41,15.452.637,13.500.957,41.0,15452637.0,13500957.0
8. Tài sản và chứng từ khác,8. Tài sản và chứng từ khác,8. Tài sản và chứng từ khác,42,83.676.862,114.866.183,42.0,83676862.0,114866183.0
