row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022_1,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2022_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",2.346.262,"1,60",656.190,"0,55",2346262.0,1.6,656190.0,0.55
Khai khoáng,Khai khoáng,Khai khoáng,332.646,"0,23",1.150.939,"0,97",332646.0,0.23,1150939.0,0.97
Chế biến thủy hải sản,Chế biến thủy hải sản,Chế biến thủy hải sản,1.427.864,"0,97",1.256.232,"1,06",1427864.0,0.97,1256232.0,1.06
"Sản xuất, chế biến lương thực, thực phẩm, đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm, đồ uống, thức ăn chăn nuôi","Sản xuất, chế biến lương thực, thực phẩm, đồ uống, thức ăn chăn nuôi",1.609.573,"1,10",1.121.771,"0,94",1609573.0,1.1,1121771.0,0.94
"Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục","Dệt may, sản xuất da dày, sản xuất trang phục",1.613.649,"1,10",1.520.020,"1,28",1613649.0,1.1,1520020.0,1.28
"Khai thác và sơ chế gỗ, chế biến gỗ, sản xuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuất sản phẩm từ gỗ và lâm sản khác","Khai thác và sơ chế gỗ, chế biến gỗ, sản xuất sản phẩm từ gỗ và lâm sản khác",1.310.563,"0,89",1.237.380,"1,04",1310563.0,0.89,1237380.0,1.04
Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,Sản xuất giấy và các sản phẩm từ giấy và in ấn,1.357.596,"0,92",1.025.660,"0,86",1357596.0,0.92,1025660.0,0.86
"Sản xuất thuốc, hóa dược, dược liệu, cao su, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, dược liệu, cao su, nhựa, phân bón, hóa chất","Sản xuất thuốc, hóa dược, dược liệu, cao su, nhựa, phân bón, hóa chất",2.123.551,"1,44",1.558.786,"1,31",2123551.0,1.44,1558786.0,1.31
"Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)","Sản xuất vật liệu xây dựng (trừ thép, Inox, son, matit và các chất tương tự)",1.537.847,"1,05",838.965,"0,71",1537847.0,1.05,838965.0,0.71
Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,Sản xuất thép thành phẩm,295.669,"0,20",105.312,"0,09",295669.0,0.2,105312.0,0.09
Sản xuất phối thép,Sản xuất phối thép,Sản xuất phối thép,17.276,"0,01",25.164,"0,02",17276.0,0.01,25164.0,0.02
Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,Sản xuất Inox và luyện kim khác,49.198,"0,03",77.233,"0,07",49198.0,0.03,77233.0,0.07
"Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy","Cơ khí, lắp ráp, chế tạo máy móc, ô tô, xe máy",1.366.705,"0,93",1.438.804,"1,21",1366705.0,0.93,1438804.0,1.21
"Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông","Sản xuất điện tử, thiết bị điện, máy vi tính quang học, thiết bị viễn thông",2.711.575,"1,84",3.269.622,"2,75",2711575.0,1.84,3269622.0,2.75
"Đóng tàu, thuyền","Đóng tàu, thuyền","Đóng tàu, thuyền",3.382,"0,00",3.852,"0,00",3382.0,0.0,3852.0,0.0
"Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao","Sản xuất thiết bị văn phòng, đồ gia dụng, thiết bị y tế, giáo dục, thể dục thể thao",41.335,"0,03",57.352,"0,05",41335.0,0.03,57352.0,0.05
"Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng","Sản xuất và phân phối điện, năng lượng",8.346.872,"5,68",10.315.040,"8,69",8346872.0,5.68,10315040.0,8.69
Xây dựng,Xây dựng,Xây dựng,13.105.715,"8,92",11.199.559,"9,43",13105715.0,8.92,11199559.0,9.43
Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,Thương mại hàng công nghiệp nhẹ và hàng tiêu dùng,16.285.336,"11,08",10.714.318,"9,02",16285336.0,11.08,10714318.0,9.02
