row_label_raw,row_label_full,col_0,Quyền sử dụng đất triệu đồng,Phần mềm máy vi tính triệu đồng,TSCĐ vô hình khác triệu đồng,Tổng cộng triệu đồng,numeric__Quyền sử dụng đất triệu đồng,numeric__Phần mềm máy vi tính triệu đồng,numeric__TSCĐ vô hình khác triệu đồng,numeric__Tổng cộng triệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,34.941,543.773,19.771,598.485,34941.0,543773.0,19771.0,598485.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,10.490,2.276,12.766,,10490.0,2276.0,12766.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,34.941,554.263,22.047,611.251,34941.0,554263.0,22047.0,611251.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,-,376.999,9.535,386.534,,376999.0,9535.0,386534.0
Hao mòn trong năm,Giá trị hao mòn luỹ kế > Hao mòn trong năm,Hao mòn trong năm,-,38.826,2.979,41.805,,38826.0,2979.0,41805.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,-,415.825,12.514,428.339,,415825.0,12514.0,428339.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,34.941,166.774,10.236,211.951,34941.0,166774.0,10236.0,211951.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,34.941,138.438,9.533,182.912,34941.0,138438.0,9533.0,182912.0
