row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,28.862,175.510,204.372,28862.0,175510.0,204372.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(1.500),(15.510),(17.010),-1500.0,-15510.0,-17010.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(160.000),(160.000),,-160000.0,-160000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,27.362,-,27.362,27362.0,,27362.0
