row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2023 triệu đồng,Năm 2022 triệu đồng,numeric__Thuyết minh,numeric__Năm 2023 triệu đồng,numeric__Năm 2022 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,18.751.750,13.120.757,25.0,18751750.0,13120757.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,26,(9.761.923),(4.931.150),26.0,-9761923.0,-4931150.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,8.989.827,8.189.607,,8989827.0,8189607.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,2.006.745,1.595.854,,2006745.0,1595854.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(420.374),(490.423),,-420374.0,-490423.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,1.586.371,1.105.431,27.0,1586371.0,1105431.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,28,1.072.237,999.623,28.0,1072237.0,999623.0
Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,29,(12.705),(2.028),29.0,-12705.0,-2028.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,511.812,683.122,30.0,511812.0,683122.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,586.742,734.743,,586742.0,734743.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(709.644),(1.183.932),,-709644.0,-1183932.0
Lỗ thuần từ hoạt động khác,Lỗ thuần từ hoạt động khác,Lỗ thuần từ hoạt động khác,31,(122.902),(449.189),31.0,-122902.0,-449189.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",32,1.631,-,32.0,1631.0,
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,33,(4.677.824),(4.318.422),33.0,-4677824.0,-4318422.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,7.348.447,6.208.144,,7348447.0,6208144.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,34,(1.511.633),(417.602),34.0,-1511633.0,-417602.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,5.836.814,5.790.542,,5836814.0,5790542.0
"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",35,(1.184.664),(1.169.233),35.0,-1184664.0,-1169233.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(1.184.664),(1.169.233),,-1184664.0,-1169233.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,4.652.150,4.621.309,,4652150.0,4621309.0
