row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023,Ngày 31 tháng 12năm 2023_1,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2023,numeric__Ngày 31 tháng 12năm 2023_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,3.605.975,"2,45",1.548.658,"1,30",3605975.0,2.45,1548658.0,1.3
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,756.626,"0,51",1.147.306,"0,97",756626.0,0.51,1147306.0,0.97
Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,39.938.570,"27,17",29.215.084,"24,61",39938570.0,27.17,29215084.0,24.61
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.852.456,"1,26",1.134.953,"0,96",1852456.0,1.26,1134953.0,0.96
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,61.423.469,"41,79",49.424.333,"41,62",61423469.0,41.79,49424333.0,41.62
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.777,"0,00",149,"0,01",3777.0,0.0,149.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,253.713,"0,17",286.082,"0,24",253713.0,0.17,286082.0,0.24
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,22.442,"0,02",26.161,"0,02",22442.0,0.02,26161.0,0.02
"Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội",398,"0,00",-,-,398.0,0.0,,
Cá nhân,Cá nhân,Cá nhân,39.125.168,"26,63",35.928.020,"30,27",39125168.0,26.63,35928020.0,30.27
Khác,Khác,Khác,1.028,"0,00",-,-,1028.0,0.0,,
,,,146.983.622,"100,00",118.710.746,"100,00",146983622.0,100.0,118710746.0,100.0
