row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2023,Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2023,Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2023,Tổng giá trị ghi số (**) > Nợ phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2023,Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Tổng giá trị ghi số (**) > Nợ phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2023
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,62.703.812,-,(43.307),(43.307),62703812.0,,-43307.0,-43307.0
Giao dịch hoán đổi,Công cụ tài chính phải sinh > Giao dịch hoán đổi,Giao dịch hoán đổi,158.208.872,-,(220.049),(220.049),158208872.0,,-220049.0,-220049.0
,,,220.912.684,-,(263.356),(263.356),220912684.0,,-263356.0,-263356.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,,,
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,38.382.147,150.331,-,150.331,38382147.0,150331.0,,150331.0
Giao dịch hoán đổi,Công cụ tài chính phải sinh > Giao dịch hoán đổi,Giao dịch hoán đổi,111.162.730,296.013,-,296.013,111162730.0,296013.0,,296013.0
,,,149.544.877,446.344,-,446.344,149544877.0,446344.0,,446344.0
