row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023triệu đồng,Ngày 31 tháng 12năm 2022triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2022triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,31.980,33.980,31980.0,33980.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,343.840.786,223.775.857,343840786.0,223775857.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,11.263.221,1.408.572,11263221.0,1408572.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,11.255.288,1.407.285,11255288.0,1407285.0
Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,321.322.277,220.960.000,321322277.0,220960000.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,7.555.360,9.141.549,7555360.0,9141549.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,7.865.215,9.575.780,7865215.0,9575780.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(309.855),(434.231),-309855.0,-434231.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,21.686.263,20.444.318,21686263.0,20444318.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,3.343.207,4.528.714,3343207.0,4528714.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,5.332.633,4.539.156,5332633.0,4539156.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,913.928,798.158,913928.0,798158.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,12.934.764,11.508.786,12934764.0,11508786.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(838.269),(930.496),-838269.0,-930496.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,11.326.397,16.451.969,11326397.0,16451969.0
