row_label_raw,row_label_full,Chỉ TIÊU > Số dư tại ngày 01/01/2023 > Tăng trong năm > - Lợi nhuận tăng trong năm > - Trích bổ sung các quỹ từ lợi nhuận năm trước > Giảm trong năm > - Trích bổ sung các quỹ từ lợi nhuận năm trước > Số dư tại ngày 31/12/2023 > Số dư tại ngày 01/01/2024 > Tăng trong năm > - Lợi nhuận tăng trong năm > - Trích bổ sung các quỹ từ lợi nhuận năm trước (i) > Giảm trong năm,Vốn góp chủ sở hữu > 5.399.600.430.000 > - > 5.399.600.430.000 > -,Thặng dư vốn cổ phần > 98.600.000 > - > 98.600.000 > -,Vốn chủ sở hữu khác > 13.470.351 > - > 13.470.351 > -,Quỹ dự phòng tài chính > 292.747.266.939 > 89.062.782.966 > - > 89.062.782.966 > - > 381.810.049.905 > 74.409.365.187 > - > 74.409.365.187 > -,Quỹ dự trữ bổ sung vốn điều lệ > 82.190.648.353 > 44.531.391.483 > - > 44.531.391.483 > - > 126.722.039.836 > 37.204.682.593 > - > 37.204.682.593 > -,Lợi nhuận sau thuế chưa phân phối/ Lỗ lũy kế > 1.487.255.797.832 > 744.093.651.874 > - > (142.500.452.746) > 2.088.848.996.960 > 867.024.901.858 > - > (119.054.984.298),Tổng > 7.261.906.213.475 > 877.687.826.323 > 744.093.651.874 > 133.594.174.449 > (142.500.452.746) > 7.997.093.587.052 > 978.638.949.638 > 867.024.901.858 > 111.614.047.780 > (119.054.984.298),numeric__Vốn góp chủ sở hữu > 5.399.600.430.000 > - > 5.399.600.430.000 > -,numeric__Thặng dư vốn cổ phần > 98.600.000 > - > 98.600.000 > -,numeric__Vốn chủ sở hữu khác > 13.470.351 > - > 13.470.351 > -,numeric__Quỹ dự phòng tài chính > 292.747.266.939 > 89.062.782.966 > - > 89.062.782.966 > - > 381.810.049.905 > 74.409.365.187 > - > 74.409.365.187 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > 82.190.648.353 > 44.531.391.483 > - > 44.531.391.483 > - > 126.722.039.836 > 37.204.682.593 > - > 37.204.682.593 > -,numeric__Lợi nhuận sau thuế chưa phân phối/ Lỗ lũy kế > 1.487.255.797.832 > 744.093.651.874 > - > (142.500.452.746) > 2.088.848.996.960 > 867.024.901.858 > - > (119.054.984.298),numeric__Tổng > 7.261.906.213.475 > 877.687.826.323 > 744.093.651.874 > 133.594.174.449 > (142.500.452.746) > 7.997.093.587.052 > 978.638.949.638 > 867.024.901.858 > 111.614.047.780 > (119.054.984.298)
- Trích lập các quỹ,- Trích lập các quỹ,- Trích lập các quỹ,-,-,-,-,-,(119.054.984.298),(119.054.984.298),,,,,,-119054984298.0,-119054984298.0
Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,5.399.600.430.000,98.600.000,13.470.351,456.219.415.092,163.926.722.429,2.836.818.914.520,8.856.677.552.392,5399600430000.0,98600000.0,13470351.0,456219415092.0,163926722429.0,2836818914520.0,8856677552392.0
