row_label_raw,row_label_full,"Tiền, vàng gửi không kỳ hạn"
- Bằng VND,- Bằng VND,- Bằng VND
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn"
- Bằng VND,- Bằng VND,- Bằng VND
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ
- Bằng VND,- Bằng VND,- Bằng VND
- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ,- Bằng vàng và ngoại tệ
Tổng cộng,Tổng cộng,Tổng cộng
